date,close
2020-02-11,53.2300
2020-02-12,54.5000
2020-02-13,49.1200
2020-02-14,46.1900
2020-02-17,50.1100
2020-02-18,48.1800
2020-02-19,47.0900
2020-02-20,46.0200
2020-02-21,43.6200
2020-02-24,43.7500
2020-02-25,43.9900
2020-02-26,45.1000
2020-02-27,41.8000
2020-02-28,37.6400
2020-03-02,39.3700
2020-03-03,38.9900
2020-03-04,41.2300
2020-03-05,40.6000
2020-03-06,40.0800
2020-03-09,37.7700
2020-03-10,38.2000
2020-03-11,37.0500
2020-03-12,35.7500
2020-03-13,34.0000
2020-03-16,32.7800
2020-03-17,32.0900
2020-03-18,31.0400
2020-03-19,31.5900
2020-03-20,32.4700
2020-03-23,30.6200
2020-03-24,31.5400
2020-03-25,32.7500
2020-03-26,31.8000
2020-03-27,31.5000
2020-03-30,30.5000
2020-03-31,30.1200
2020-04-01,30.2800
2020-04-02,31.2000
2020-04-03,30.6000
2020-04-07,31.5400
2020-04-08,32.9700
2020-04-09,32.5100
2020-04-10,31.6300
2020-04-13,30.8200
2020-04-14,31.3900
2020-04-15,31.2100
2020-04-16,31.2100
2020-04-17,32.0000
2020-04-20,33.1500
2020-04-21,32.6600
2020-04-22,33.7000
2020-04-23,33.0300
2020-04-24,34.1000
2020-04-27,33.0800
2020-04-28,29.2500
2020-04-29,28.5900
2020-04-30,29.8500
2020-05-06,32.1600
2020-05-07,32.2100
2020-05-08,32.1800
2020-05-11,33.1500
2020-05-12,34.3900
2020-05-13,34.1900
2020-05-14,34.8000
2020-05-15,35.3600
2020-05-18,34.6100
2020-05-19,34.7600
2020-05-20,33.6600
2020-05-21,32.6500
2020-05-22,31.7800
2020-05-25,31.1400
2020-05-26,32.4500
2020-05-27,32.9600
2020-05-28,33.3600
2020-05-29,34.1200
2020-06-01,34.9400
2020-06-02,34.5600
2020-06-03,33.9100
2020-06-04,36.2600
2020-06-05,35.6300
2020-06-08,36.3500
2020-06-09,35.9000
2020-06-10,34.5600
2020-06-11,34.2400
2020-06-12,33.9500
2020-06-15,34.1800
2020-06-16,36.2000
2020-06-17,37.2500
2020-06-18,36.3000
2020-06-19,35.5000
2020-06-22,35.6100
2020-06-23,35.8000
2020-06-24,35.0000
2020-06-29,34.4100
2020-06-30,35.2900
2020-07-01,34.6000
2020-07-02,34.7300
2020-07-03,36.2800
2020-07-06,37.8200
2020-07-07,38.5500
2020-07-08,39.3600
2020-07-09,41.9100
2020-07-10,39.9600
2020-07-13,40.9300
2020-07-14,45.1000
2020-07-15,42.8000
2020-07-16,38.6200
2020-07-17,39.1000
2020-07-20,45.8900
2020-07-21,43.1000
2020-07-22,42.1900
2020-07-23,44.8200
2020-07-24,45.0000
2020-07-27,41.9500
2020-07-28,42.8800
2020-07-29,45.8000
2020-07-30,44.9500
2020-07-31,46.1300
2020-08-03,50.0000
2020-08-04,48.5000
2020-08-05,48.7800
2020-08-06,50.0300
2020-08-07,47.8000
2020-08-10,45.4300
2020-08-11,41.5600
2020-08-12,43.2600
2020-08-13,41.7100
2020-08-14,41.3900
2020-08-17,42.4000
2020-08-18,42.4300
2020-08-19,40.4300
2020-08-20,40.9200
2020-08-21,40.9900
2020-08-24,39.0400
2020-08-25,38.1800
2020-08-26,36.8300
2020-08-27,37.2200
2020-08-28,37.6000
2020-08-31,37.7100
2020-09-01,38.1000
2020-09-02,37.3600
2020-09-03,36.3200
2020-09-04,36.0500
2020-09-07,35.2000
2020-09-08,35.3300
2020-09-09,33.4800
2020-09-10,33.0500
2020-09-11,34.1800
2020-09-14,35.1700
2020-09-15,35.7500
2020-09-16,35.5500
2020-09-17,36.5600
2020-09-18,36.5400
2020-09-21,36.4400
2020-09-22,35.3500
2020-09-23,35.5200
2020-09-24,34.0200
2020-09-25,34.0000
2020-09-28,33.3900
2020-09-29,33.6100
2020-09-30,33.5400
2020-10-09,35.1000
2020-10-12,36.1400
2020-10-13,35.8900
2020-10-14,36.1800
2020-10-15,36.6800
2020-10-16,35.7800
2020-10-19,36.6200
2020-10-20,35.0600
2020-10-21,34.9000
2020-10-22,34.9900
2020-10-23,34.1900
2020-10-26,34.3100
2020-10-27,35.0000
2020-10-28,35.1600
2020-10-29,34.5800
2020-10-30,32.5500
2020-11-02,31.7400
2020-11-03,33.5100
2020-11-04,34.9000
2020-11-05,35.3700
2020-11-06,34.8800
2020-11-09,35.9500
2020-11-10,35.9100
2020-11-11,34.9000
2020-11-12,34.5200
2020-11-13,35.0000
2020-11-16,37.0000
2020-11-17,36.6400
2020-11-18,38.0600
2020-11-19,37.8000
2020-11-20,37.1700
2020-11-23,37.1000
2020-11-24,37.1500
2020-11-25,35.8500
2020-11-26,36.1200
2020-11-27,36.0400
2020-11-30,35.4100
2020-12-01,35.6300
2020-12-02,36.4300
2020-12-03,36.5200
2020-12-04,36.7800
2020-12-07,36.7400
2020-12-08,36.4500
2020-12-09,35.2300
2020-12-10,33.7700
2020-12-11,33.3800
2020-12-14,33.9400
2020-12-15,33.4300
2020-12-16,32.7000
2020-12-17,32.9400
2020-12-18,32.6800
2020-12-21,33.1400
2020-12-22,31.5300
2020-12-23,31.5800
2020-12-24,34.0500
2020-12-25,36.0000
2020-12-28,36.3000
2020-12-29,33.9100
2020-12-30,36.7100
2020-12-31,36.2800
2021-01-04,37.7300
2021-01-05,39.4000
2021-01-06,37.7500
2021-01-07,36.8200
2021-01-08,33.7400
2021-01-11,32.4000
2021-01-12,32.9900
2021-01-13,31.8900
2021-01-14,32.9000
2021-01-15,33.2500
2021-01-18,33.0100
2021-01-19,32.9900
2021-01-20,32.8100
2021-01-21,32.6900
2021-01-22,30.5200
2021-01-25,29.3800
2021-01-26,29.6100
2021-01-27,29.3100
2021-01-28,28.8800
2021-01-29,28.1100
2021-02-01,28.1500
2021-02-02,27.5500
2021-02-03,28.0500
2021-02-04,26.9200
2021-02-05,25.8300
2021-02-08,25.7000
2021-02-09,26.3500
2021-02-10,27.1100
2021-02-18,29.0600
2021-02-19,29.9200
2021-02-22,30.7300
2021-02-23,30.1800
2021-02-24,30.5200
2021-02-25,29.8900
2021-02-26,29.8000
2021-03-01,30.2200
2021-03-02,29.9000
2021-03-03,30.3000
2021-03-04,29.7000
2021-03-05,29.8100
2021-03-08,29.5700
2021-03-09,28.9500
2021-03-10,28.0700
2021-03-11,28.5100
2021-03-12,28.8800
2021-03-15,29.7000
2021-03-16,29.7300
2021-03-17,29.9800
2021-03-18,30.6000
2021-03-19,31.0000
2021-03-22,30.8500
2021-03-23,30.5200
2021-03-24,29.2300
2021-03-25,29.1700
2021-03-26,29.1600
2021-03-29,28.8000
2021-03-30,28.4800
2021-03-31,29.1000
2021-04-01,29.5900
2021-04-02,29.5100
2021-04-06,29.5500
2021-04-07,29.9200
2021-04-08,30.0200
2021-04-09,29.5600
2021-04-12,29.5800
2021-04-13,29.0400
2021-04-14,30.1000
2021-04-15,30.6500
2021-04-16,30.2900
2021-04-19,30.8800
2021-04-20,30.7500
2021-04-21,29.9800
2021-04-22,30.9500
2021-04-23,30.4700
2021-04-26,30.1000
2021-04-27,29.4200
2021-04-28,29.2600
2021-04-29,29.4600
2021-04-30,28.3000
2021-05-06,29.2500
2021-05-07,29.3200
2021-05-10,30.1100
2021-05-11,29.3200
2021-05-12,29.1000
2021-05-13,29.1700
2021-05-14,29.9600
