date,close
2020-12-04,18.5200
2020-12-07,16.9500
2020-12-08,15.6400
2020-12-09,16.1000
2020-12-10,16.5000
2020-12-11,15.7100
2020-12-14,14.7500
2020-12-15,14.8800
2020-12-16,14.2700
2020-12-17,14.2600
2020-12-18,14.4100
2020-12-21,14.1900
2020-12-22,13.5900
2020-12-23,13.2200
2020-12-24,12.8900
2020-12-25,13.0300
2020-12-28,12.4800
2020-12-29,12.1800
2020-12-30,12.3500
2020-12-31,12.3800
2021-01-04,12.9600
2021-01-05,12.8500
2021-01-06,12.4800
2021-01-07,12.5500
2021-01-08,12.3000
2021-01-11,11.8800
2021-01-12,12.1400
2021-01-13,11.8700
2021-01-14,12.5000
2021-01-15,12.5500
2021-01-18,12.5300
2021-01-19,12.7100
2021-01-20,12.7600
2021-01-21,12.5100
2021-01-22,12.1600
2021-01-25,12.2900
2021-01-26,12.7000
2021-01-27,12.6000
2021-01-28,12.2200
2021-01-29,12.4800
2021-02-01,13.1700
2021-02-02,12.9600
2021-02-03,12.7600
2021-02-04,13.1000
2021-02-05,11.8000
2021-02-08,11.0300
2021-02-09,10.9900
2021-02-10,11.0800
2021-02-18,11.3200
2021-02-19,11.5900
2021-02-22,12.1100
2021-02-23,11.8200
2021-02-24,11.7400
2021-02-25,11.6600
2021-02-26,11.4900
2021-03-01,11.8300
2021-03-02,11.5700
2021-03-03,11.8600
2021-03-04,12.0000
2021-03-05,11.8900
2021-03-08,11.7200
2021-03-09,11.4900
2021-03-10,11.2600
2021-03-11,11.6400
2021-03-12,11.6700
2021-03-15,11.7900
2021-03-16,11.7300
2021-03-17,11.7500
2021-03-18,11.6500
2021-03-19,12.0300
2021-03-22,13.2300
2021-03-23,12.4100
2021-03-24,12.6000
2021-03-25,12.5500
2021-03-26,12.5100
2021-03-29,12.6100
2021-03-30,12.8600
2021-03-31,12.8100
2021-04-01,13.1700
2021-04-02,12.9600
2021-04-06,13.1500
2021-04-07,14.0700
2021-04-08,13.5800
2021-04-09,12.9200
2021-04-12,13.1500
2021-04-13,12.3900
2021-04-14,12.4900
2021-04-15,12.1600
2021-04-16,12.3200
2021-04-19,12.4200
2021-04-20,12.2700
2021-04-21,11.9000
2021-04-22,12.0000
2021-04-23,12.0500
2021-04-26,11.9300
2021-04-27,11.5900
2021-04-28,11.6000
2021-04-29,11.7800
2021-04-30,11.6900
2021-05-06,11.9400
2021-05-07,11.8700
2021-05-10,12.1800
2021-05-11,11.8100
2021-05-12,11.8600
2021-05-13,11.6100
2021-05-14,11.6900
2021-05-17,11.5500
2021-05-18,11.5700
2021-05-19,11.3500
2021-05-20,11.2400
2021-05-21,11.2700
2021-05-24,11.3000
2021-05-25,11.3700
2021-05-26,11.3700
2021-05-27,11.4500
2021-05-28,11.3200
2021-05-31,11.2900
2021-06-01,11.4700
2021-06-02,11.4200
2021-06-03,11.4100
2021-06-04,11.3200
2021-06-07,11.2900
