date,close
2015-05-15,31.3100
2015-05-18,34.4400
2015-05-19,37.8800
2015-05-20,41.6700
2015-05-21,45.8400
2015-05-22,50.4200
2015-05-25,55.4600
2015-05-26,61.0100
2015-05-27,67.1100
2015-05-28,73.8200
2015-05-29,81.2000
2015-06-01,89.3200
2015-06-02,98.2500
2015-06-03,108.0800
2015-06-04,97.2700
2015-06-05,89.5100
2015-06-08,83.1000
2015-06-09,84.4700
2015-06-10,86.5600
2015-06-11,95.2200
2015-06-12,86.1200
2015-06-15,77.5100
2015-06-16,70.2400
2015-06-17,73.3500
2015-06-18,66.0200
2015-06-19,64.9700
2015-06-23,69.8300
2015-06-24,67.7000
2015-06-25,62.4900
2015-06-26,56.2400
2015-06-29,50.6200
2015-06-30,53.0900
2015-07-01,49.0000
2015-07-02,44.7000
2015-07-03,41.7900
2015-07-06,42.1300
2015-07-07,37.9200
2015-07-08,37.9200
2015-07-09,37.9200
2015-07-10,37.9200
2015-07-13,37.9200
2015-07-14,41.7100
2015-07-15,44.5900
2015-07-16,46.0800
2015-07-17,49.5000
2015-07-20,51.2500
2015-07-21,52.2000
2015-07-22,51.2000
2015-07-23,56.3200
2015-07-24,56.5200
2015-07-27,50.8700
2015-07-28,48.2000
2015-07-29,53.0200
2015-07-30,55.5100
2015-07-31,55.0000
2015-08-03,49.5000
2015-08-04,51.8600
2015-08-05,53.0100
2015-08-06,49.8800
2015-08-07,51.3200
2015-08-10,54.8800
2015-08-11,57.2000
2015-08-12,53.7000
2015-08-13,54.9800
2015-08-14,54.1900
2015-08-17,50.4800
2015-08-18,46.1000
2015-08-19,48.4700
2015-08-20,46.6900
2015-08-21,43.0000
2015-08-24,38.7000
2015-08-25,34.8300
2015-08-26,36.0600
2015-08-27,37.4000
2015-08-28,40.0800
2015-08-31,36.3000
2015-09-01,32.9000
2015-09-02,32.5200
2015-09-07,33.4700
2015-09-08,36.3000
2015-09-09,37.4400
2015-09-10,35.9700
2015-09-11,37.8300
2015-09-14,34.0500
2015-09-15,30.7000
2015-09-16,33.7400
2015-09-17,32.6100
2015-09-18,33.0000
