date,close
2016-12-19,21.4100
2016-12-20,23.5500
2016-12-21,25.9100
2016-12-22,28.5000
2016-12-23,31.3500
2016-12-26,34.4900
2016-12-27,37.9400
2016-12-28,35.2600
2016-12-29,38.7900
2016-12-30,40.0000
2017-01-03,40.6200
2017-01-04,38.5800
2017-01-05,37.9600
2017-01-06,34.8400
2017-01-09,33.8400
2017-01-10,33.5100
2017-01-11,32.0200
2017-01-12,30.8700
2017-01-13,30.1700
2017-01-16,28.2000
2017-01-17,29.1000
2017-01-18,27.6500
2017-01-19,28.4300
2017-01-20,29.2200
2017-01-23,28.8100
2017-01-24,27.8100
2017-01-25,28.0200
2017-01-26,28.0800
2017-02-03,28.6700
2017-02-06,29.9800
2017-02-07,30.4300
2017-02-08,32.4800
2017-02-09,31.3500
2017-02-10,30.6800
2017-02-13,31.2500
2017-02-14,31.2100
2017-02-15,31.8200
2017-02-16,31.2600
2017-02-17,30.0300
2017-02-20,29.2500
2017-02-21,29.9000
2017-02-22,30.3200
2017-02-23,31.4800
2017-02-24,33.2200
2017-02-27,33.8900
2017-02-28,34.0600
2017-03-01,32.5700
2017-03-02,35.0100
2017-03-03,34.0500
2017-03-06,34.3600
2017-03-07,35.2900
2017-03-08,35.9400
2017-03-09,34.5900
2017-03-10,33.5300
2017-03-13,34.6000
2017-03-14,35.6900
2017-03-15,35.0200
2017-03-16,36.1900
2017-03-17,34.4200
2017-03-20,35.1600
2017-03-21,35.5600
2017-03-22,35.8300
2017-03-23,36.4600
2017-03-24,36.8100
2017-03-27,35.9800
2017-03-28,34.9500
2017-03-29,32.1600
2017-03-30,30.9800
2017-03-31,31.0300
2017-04-05,31.8300
2017-04-06,31.6900
2017-04-07,30.7900
2017-04-10,29.0700
2017-04-11,29.5900
2017-04-12,28.7200
2017-04-13,28.8000
2017-04-14,28.1200
2017-04-17,27.1200
2017-04-18,27.2400
2017-04-19,28.3000
2017-04-20,27.6200
2017-04-21,27.3200
2017-04-24,25.8400
2017-04-25,25.9800
2017-04-26,26.1800
2017-04-27,26.6900
2017-04-28,26.8400
2017-05-02,26.6000
2017-05-03,26.5300
2017-05-04,26.1300
2017-05-05,25.8200
2017-05-08,24.3000
2017-05-09,24.6300
2017-05-10,23.8800
2017-05-11,23.9500
2017-05-12,23.6400
2017-05-15,23.5300
2017-05-16,24.0200
2017-05-17,24.1300
2017-05-18,24.5300
2017-05-19,25.2000
2017-05-22,24.0400
2017-05-23,22.3700
2017-05-24,22.6100
2017-05-25,22.7000
2017-05-26,23.0300
2017-05-31,22.7800
2017-06-01,21.7200
2017-06-02,22.2900
2017-06-05,22.4000
2017-06-06,22.4000
2017-06-07,22.9700
2017-06-08,22.7700
2017-06-09,22.5800
2017-06-12,21.7600
2017-06-13,22.3000
2017-06-14,22.6300
2017-06-15,23.0700
2017-06-16,22.5900
2017-06-19,22.8100
2017-06-20,22.7600
2017-06-21,22.6900
2017-06-22,23.1700
2017-06-23,24.9500
2017-06-26,24.7500
2017-06-27,24.2500
2017-06-28,23.8900
2017-06-29,24.8000
2017-06-30,24.3000
2017-07-03,24.4700
2017-07-04,23.7900
2017-07-05,23.9200
2017-07-06,24.2200
2017-07-07,24.8800
2017-07-10,26.2700
2017-07-11,25.1800
2017-07-12,25.1100
2017-07-13,24.9000
2017-07-14,24.5100
2017-07-17,22.0600
2017-07-18,22.1300
2017-07-19,22.4800
2017-07-20,22.0900
2017-07-21,21.6500
2017-07-24,21.9600
2017-07-25,22.0200
2017-07-26,21.8800
2017-07-27,22.4800
2017-07-28,22.1300
2017-07-31,22.6100
2017-08-01,22.3800
2017-08-02,22.2600
2017-08-03,22.9800
2017-08-04,23.1900
2017-08-07,23.9200
2017-08-08,23.8400
2017-08-09,23.8400
2017-08-10,22.9800
2017-08-11,22.2400
2017-08-14,22.4600
2017-08-15,22.5400
2017-08-16,22.6800
2017-08-17,22.7800
2017-08-18,22.3800
2017-08-21,22.7600
2017-08-22,23.4200
2017-08-23,23.0400
2017-08-24,22.7100
2017-08-25,23.0700
2017-08-28,23.5700
2017-08-29,23.7100
2017-08-30,23.9900
2017-08-31,24.4700
2017-09-01,26.9200
2017-09-04,27.3500
2017-09-05,26.5000
2017-09-06,26.1800
2017-09-07,26.0300
2017-09-08,25.6700
2017-09-11,25.6600
2017-09-12,25.1400
2017-09-13,26.0100
2017-09-14,25.3000
2017-09-15,24.6400
2017-09-18,24.9100
2017-09-19,24.6300
2017-09-20,25.0400
2017-09-21,24.7500
2017-09-22,24.5200
2017-09-25,24.5500
2017-09-26,24.6100
2017-09-27,25.4700
2017-09-28,24.8800
2017-09-29,24.5300
2017-10-09,24.4500
2017-10-10,24.6600
2017-10-11,24.4700
2017-10-12,24.2000
2017-10-13,24.4200
2017-10-16,24.1800
2017-10-17,23.8000
2017-10-18,22.9100
2017-10-19,22.4400
2017-10-20,22.8200
2017-10-23,23.0700
2017-10-24,22.8600
2017-10-25,23.0700
2017-10-26,23.2900
2017-10-27,22.9000
2017-10-30,21.8200
2017-10-31,22.1200
2017-11-01,22.1300
2017-11-02,21.9700
2017-11-03,21.6000
2017-11-06,22.0000
2017-11-07,22.8600
2017-11-08,22.7200
2017-11-09,22.7100
2017-11-10,22.4400
2017-11-13,22.8000
2017-11-14,22.6000
2017-11-15,21.9000
2017-11-16,21.6900
2017-11-17,20.3000
2017-11-20,20.1200
2017-11-21,19.8300
2017-11-22,19.9000
2017-11-23,19.4700
2017-11-24,19.2300
2017-11-27,19.2300
2017-11-28,19.5900
2017-11-29,20.4800
2017-11-30,20.0200
2017-12-01,19.8900
2017-12-04,19.1800
2017-12-05,17.9900
2017-12-06,18.2100
2017-12-07,17.9500
2017-12-08,18.1500
2017-12-11,18.4500
2017-12-12,17.8200
2017-12-13,17.9700
2017-12-14,17.8400
2017-12-15,17.6500
2017-12-18,17.7300
2017-12-19,18.0100
2017-12-20,16.9000
2017-12-21,16.4000
2017-12-22,16.4800
2017-12-25,16.1000
2017-12-26,16.5500
2017-12-27,16.7000
2017-12-28,17.1300
2017-12-29,16.9600
2018-01-02,17.0800
2018-01-03,17.0700
2018-01-04,17.3200
2018-01-05,17.1100
2018-01-08,17.1100
2018-01-09,17.1000
2018-01-10,16.5600
2018-01-11,16.7100
2018-01-12,16.7700
2018-01-15,16.1200
2018-01-16,16.3900
2018-01-17,16.6600
2018-01-18,17.3300
2018-01-19,17.1600
