date,time,code,open,high,low,close,volume,amount,adjustflag
2017-07-03,20170703132000000,sh.601398,5.2300,5.2300,5.2200,5.2200,1721700,8996401.0000,3
2017-07-03,20170703132500000,sh.601398,5.2300,5.2300,5.2200,5.2300,725700,3790409.0000,3
2017-07-03,20170703133000000,sh.601398,5.2200,5.2300,5.2200,5.2300,3172800,16590307.0000,3
2017-07-03,20170703133500000,sh.601398,5.2200,5.2300,5.2200,5.2200,1688500,8826353.0000,3
2017-07-03,20170703134000000,sh.601398,5.2300,5.2400,5.2200,5.2300,1378100,7209171.0000,3
2017-07-03,20170703134500000,sh.601398,5.2400,5.2400,5.2200,5.2400,1617400,8461899.0000,3
2017-07-03,20170703135000000,sh.601398,5.2400,5.2400,5.2200,5.2300,2024600,10599794.0000,3
2017-07-03,20170703135500000,sh.601398,5.2300,5.2300,5.2200,5.2300,975200,5096437.0000,3
2017-07-03,20170703140000000,sh.601398,5.2300,5.2400,5.2200,5.2300,831000,4344351.0000,3
2017-07-03,20170703140500000,sh.601398,5.2400,5.2400,5.2200,5.2300,1051000,5496394.0000,3
2017-07-03,20170703141000000,sh.601398,5.2300,5.2300,5.2200,5.2200,5451000,28472248.0000,3
2017-07-03,20170703141500000,sh.601398,5.2300,5.2400,5.2200,5.2400,3961800,20691316.0000,3
2017-07-03,20170703142000000,sh.601398,5.2400,5.2400,5.2200,5.2400,2115500,11073713.0000,3
2017-07-03,20170703142500000,sh.601398,5.2500,5.2500,5.2400,5.2500,3333400,17497124.0000,3
2017-07-03,20170703143000000,sh.601398,5.2500,5.2500,5.2400,5.2400,596600,3127841.0000,3
2017-07-03,20170703143500000,sh.601398,5.2400,5.2500,5.2400,5.2500,1186800,6226248.0000,3
2017-07-03,20170703144000000,sh.601398,5.2500,5.2500,5.2400,5.2400,2457800,12898467.0000,3
2017-07-03,20170703144500000,sh.601398,5.2500,5.2500,5.2300,5.2400,1840900,9645147.0000,3
2017-07-03,20170703145000000,sh.601398,5.2300,5.2400,5.2300,5.2300,1126200,5900557.0000,3
2017-07-03,20170703145500000,sh.601398,5.2400,5.2500,5.2300,5.2400,1454600,7631332.0000,3
2017-07-03,20170703150000000,sh.601398,5.2500,5.2500,5.2300,5.2400,2081500,10906316.0000,3
2017-07-04,20170704093500000,sh.601398,5.2400,5.2500,5.2300,5.2500,1815100,9503466.0000,3
2017-07-04,20170704094000000,sh.601398,5.2400,5.2500,5.2300,5.2300,2408600,12616946.0000,3
2017-07-04,20170704094500000,sh.601398,5.2300,5.2400,5.2200,5.2300,3387100,17711578.0000,3
2017-07-04,20170704095000000,sh.601398,5.2200,5.2300,5.2100,5.2100,3494100,18243094.0000,3
2017-07-04,20170704095500000,sh.601398,5.2100,5.2200,5.2100,5.2100,2096400,10926373.0000,3
2017-07-04,20170704100000000,sh.601398,5.2100,5.2200,5.2100,5.2200,5456400,28473854.0000,3
2017-07-04,20170704100500000,sh.601398,5.2200,5.2300,5.2100,5.2300,1859700,9709734.0000,3
2017-07-04,20170704101000000,sh.601398,5.2200,5.2300,5.2200,5.2200,2023700,10566948.0000,3
2017-07-04,20170704101500000,sh.601398,5.2200,5.2300,5.2200,5.2200,1813600,9475405.0000,3
2017-07-04,20170704102000000,sh.601398,5.2200,5.2300,5.2100,5.2100,2061300,10757857.0000,3
2017-07-04,20170704102500000,sh.601398,5.2100,5.2300,5.2100,5.2100,1649100,8603648.0000,3
2017-07-04,20170704103000000,sh.601398,5.2200,5.2200,5.2100,5.2100,686200,3579092.0000,3
2017-07-04,20170704103500000,sh.601398,5.2100,5.2200,5.2100,5.2200,796500,4156205.0000,3
2017-07-04,20170704104000000,sh.601398,5.2100,5.2200,5.2100,5.2100,1258300,6559168.0000,3
2017-07-04,20170704104500000,sh.601398,5.2200,5.2200,5.2100,5.2100,2499900,13030138.0000,3
2017-07-04,20170704105000000,sh.601398,5.2200,5.2200,5.1900,5.2000,7463100,38841984.0000,3
2017-07-04,20170704105500000,sh.601398,5.2000,5.2000,5.1900,5.2000,1222000,6351737.0000,3
2017-07-04,20170704110000000,sh.601398,5.1900,5.2100,5.1900,5.2000,2279600,11853838.0000,3
2017-07-04,20170704110500000,sh.601398,5.2100,5.2100,5.2000,5.2000,698000,3633937.0000,3
2017-07-04,20170704111000000,sh.601398,5.2000,5.2100,5.2000,5.2000,1297500,6753136.0000,3
2017-07-04,20170704111500000,sh.601398,5.2000,5.2100,5.2000,5.2000,1386800,7215029.0000,3
2017-07-04,20170704112000000,sh.601398,5.2000,5.2100,5.1900,5.1900,1268600,6599276.0000,3
2017-07-04,20170704112500000,sh.601398,5.1900,5.2000,5.1900,5.2000,664300,3451647.0000,3
2017-07-04,20170704113000000,sh.601398,5.1900,5.2000,5.1900,5.1900,3010900,15634935.0000,3
2017-07-04,20170704130500000,sh.601398,5.2000,5.2000,5.1900,5.1900,1345300,6985920.0000,3
2017-07-04,20170704131000000,sh.601398,5.1900,5.2000,5.1800,5.1900,6463300,33556604.0000,3
2017-07-04,20170704131500000,sh.601398,5.1900,5.2100,5.1900,5.1900,2403100,12501090.0000,3
2017-07-04,20170704132000000,sh.601398,5.2000,5.2200,5.1800,5.2200,9722200,50619496.0000,3
2017-07-04,20170704132500000,sh.601398,5.2200,5.2300,5.2100,5.2100,2324800,12140135.0000,3
2017-07-04,20170704133000000,sh.601398,5.2100,5.2200,5.2000,5.2100,747900,3898389.0000,3
2017-07-04,20170704133500000,sh.601398,5.2100,5.2400,5.2000,5.2300,7161900,37422176.0000,3
2017-07-04,20170704134000000,sh.601398,5.2300,5.2400,5.2200,5.2200,722800,3776123.0000,3
2017-07-04,20170704134500000,sh.601398,5.2300,5.2400,5.2200,5.2300,6447600,33765012.0000,3
2017-07-04,20170704135000000,sh.601398,5.2300,5.2400,5.2300,5.2300,1055200,5524603.0000,3
2017-07-04,20170704135500000,sh.601398,5.2400,5.2500,5.2300,5.2400,1352800,7093157.0000,3
2017-07-04,20170704140000000,sh.601398,5.2400,5.2500,5.2400,5.2400,1664300,8730615.0000,3
2017-07-04,20170704140500000,sh.601398,5.2400,5.2500,5.2300,5.2400,2267000,11885433.0000,3
2017-07-04,20170704141000000,sh.601398,5.2400,5.2500,5.2300,5.2300,1657600,8690815.0000,3
2017-07-04,20170704141500000,sh.601398,5.2300,5.2500,5.2300,5.2400,1510000,7917308.0000,3
2017-07-04,20170704142000000,sh.601398,5.2400,5.2500,5.2400,5.2400,980500,5142881.0000,3
2017-07-04,20170704142500000,sh.601398,5.2400,5.2500,5.2200,5.2300,3244400,16988600.0000,3
2017-07-04,20170704143000000,sh.601398,5.2300,5.2500,5.2200,5.2400,5294700,27724308.0000,3
2017-07-04,20170704143500000,sh.601398,5.2300,5.2400,5.2200,5.2400,758400,3971963.0000,3
2017-07-04,20170704144000000,sh.601398,5.2400,5.2400,5.2200,5.2200,864200,4521602.0000,3
2017-07-04,20170704144500000,sh.601398,5.2200,5.2500,5.2200,5.2400,4634900,24278952.0000,3
2017-07-04,20170704145000000,sh.601398,5.2300,5.2500,5.2300,5.2500,3435100,18006612.0000,3
2017-07-04,20170704145500000,sh.601398,5.2300,5.2600,5.2300,5.2400,4974400,26107396.0000,3
2017-07-04,20170704150000000,sh.601398,5.2400,5.2800,5.2400,5.2500,12101200,63673656.0000,3
2017-07-05,20170705093500000,sh.601398,5.2400,5.2400,5.2200,5.2300,3059200,16001593.0000,3
2017-07-05,20170705094000000,sh.601398,5.2200,5.2300,5.2200,5.2300,679600,3551972.0000,3
2017-07-05,20170705094500000,sh.601398,5.2200,5.2300,5.2000,5.2100,5752600,30005876.0000,3
2017-07-05,20170705095000000,sh.601398,5.2000,5.2200,5.2000,5.2100,5275700,27470472.0000,3
2017-07-05,20170705095500000,sh.601398,5.2000,5.2100,5.2000,5.2100,3039000,15813250.0000,3
2017-07-05,20170705100000000,sh.601398,5.2100,5.2200,5.2000,5.2100,2068700,10787068.0000,3
2017-07-05,20170705100500000,sh.601398,5.2100,5.2200,5.2100,5.2200,2673700,13951151.0000,3
2017-07-05,20170705101000000,sh.601398,5.2200,5.2200,5.2100,5.2200,1000500,5217067.0000,3
2017-07-05,20170705101500000,sh.601398,5.2200,5.2200,5.2000,5.2000,2368300,12335766.0000,3
2017-07-05,20170705102000000,sh.601398,5.2000,5.2100,5.2000,5.2000,1498900,7801795.0000,3
2017-07-05,20170705102500000,sh.601398,5.2100,5.2200,5.2000,5.2200,999800,5211220.0000,3
2017-07-05,20170705103000000,sh.601398,5.2200,5.2200,5.2100,5.2100,1197800,6242824.0000,3
2017-07-05,20170705103500000,sh.601398,5.2200,5.2200,5.2100,5.2200,908500,4740069.0000,3
2017-07-05,20170705104000000,sh.601398,5.2200,5.2300,5.2100,5.2300,1727100,9015023.0000,3
2017-07-05,20170705104500000,sh.601398,5.2300,5.2300,5.2200,5.2300,1136700,5942523.0000,3
2017-07-05,20170705105000000,sh.601398,5.2300,5.2300,5.2100,5.2200,1227200,6409663.0000,3
2017-07-05,20170705105500000,sh.601398,5.2100,5.2300,5.2100,5.2200,788100,4114446.0000,3
2017-07-05,20170705110000000,sh.601398,5.2100,5.2300,5.2100,5.2200,789400,4119946.0000,3
2017-07-05,20170705110500000,sh.601398,5.2200,5.2300,5.2100,5.2200,831300,4342174.0000,3
2017-07-05,20170705111000000,sh.601398,5.2200,5.2300,5.2100,5.2200,1997700,10433149.0000,3
2017-07-05,20170705111500000,sh.601398,5.2300,5.2400,5.2200,5.2400,1615600,8450325.0000,3
2017-07-05,20170705112000000,sh.601398,5.2400,5.2400,5.2300,5.2400,595100,3115195.0000,3
2017-07-05,20170705112500000,sh.601398,5.2300,5.2400,5.2200,5.2400,2323600,12161377.0000,3
2017-07-05,20170705113000000,sh.601398,5.2400,5.2400,5.2300,5.2400,480700,2517521.0000,3
2017-07-05,20170705130500000,sh.601398,5.2400,5.2500,5.2400,5.2500,1397900,7330416.0000,3
2017-07-05,20170705131000000,sh.601398,5.2500,5.2500,5.2400,5.2400,759300,3984142.0000,3
2017-07-05,20170705131500000,sh.601398,5.2500,5.2500,5.2400,5.2400,719000,3772599.0000,3
2017-07-05,20170705132000000,sh.601398,5.2500,5.2500,5.2400,5.2400,995600,5221160.0000,3
2017-07-05,20170705132500000,sh.601398,5.2500,5.2500,5.2400,5.2500,996800,5228738.0000,3
2017-07-05,20170705133000000,sh.601398,5.2400,5.2500,5.2300,5.2400,3034500,15900362.0000,3
2017-07-05,20170705133500000,sh.601398,5.2300,5.2400,5.2300,5.2400,1275100,6677117.0000,3
2017-07-05,20170705134000000,sh.601398,5.2300,5.2400,5.2300,5.2400,1909200,9996057.0000,3
2017-07-05,20170705134500000,sh.601398,5.2400,5.2500,5.2300,5.2500,2001100,10491695.0000,3
2017-07-05,20170705135000000,sh.601398,5.2500,5.2500,5.2300,5.2400,2215300,11617814.0000,3
2017-07-05,20170705135500000,sh.601398,5.2400,5.2500,5.2400,5.2500,2392700,12550294.0000,3
2017-07-05,20170705140000000,sh.601398,5.2400,5.2500,5.2400,5.2400,2309100,12109714.0000,3
2017-07-05,20170705140500000,sh.601398,5.2400,5.2500,5.2100,5.2100,4553700,23796990.0000,3
2017-07-05,20170705141000000,sh.601398,5.2200,5.2300,5.2100,5.2300,662300,3460333.0000,3
2017-07-05,20170705141500000,sh.601398,5.2300,5.2300,5.2200,5.2300,1418700,7410424.0000,3
2017-07-05,20170705142000000,sh.601398,5.2300,5.2300,5.2200,5.2200,931400,4867000.0000,3
2017-07-05,20170705142500000,sh.601398,5.2300,5.2300,5.2200,5.2200,1581200,8262314.0000,3
2017-07-05,20170705143000000,sh.601398,5.2300,5.2300,5.2200,5.2200,1339700,7004195.0000,3
2017-07-05,20170705143500000,sh.601398,5.2300,5.2400,5.2200,5.2300,4824400,25230484.0000,3
2017-07-05,20170705144000000,sh.601398,5.2400,5.2400,5.2200,5.2200,2133000,11153884.0000,3
2017-07-05,20170705144500000,sh.601398,5.2300,5.2400,5.2200,5.2400,1769200,9261034.0000,3
2017-07-05,20170705145000000,sh.601398,5.2400,5.2400,5.2000,5.2100,17348300,90449152.0000,3
2017-07-05,20170705145500000,sh.601398,5.2200,5.2300,5.2100,5.2300,1713300,8949066.0000,3
2017-07-05,20170705150000000,sh.601398,5.2300,5.2300,5.2200,5.2300,1941000,10146847.0000,3
2017-07-06,20170706093500000,sh.601398,5.2100,5.2300,5.2100,5.2300,4101200,21404168.0000,3
2017-07-06,20170706094000000,sh.601398,5.2200,5.2300,5.2200,5.2300,3425400,17899768.0000,3
2017-07-06,20170706094500000,sh.601398,5.2300,5.2300,5.2200,5.2300,2888200,15093681.0000,3
2017-07-06,20170706095000000,sh.601398,5.2200,5.2400,5.2100,5.2300,5228600,27339984.0000,3
2017-07-06,20170706095500000,sh.601398,5.2300,5.2500,5.2200,5.2500,7814200,40931440.0000,3
2017-07-06,20170706100000000,sh.601398,5.2400,5.2600,5.2400,5.2500,6613100,34716744.0000,3
2017-07-06,20170706100500000,sh.601398,5.2600,5.2600,5.2400,5.2500,3084500,16193495.0000,3
2017-07-06,20170706101000000,sh.601398,5.2500,5.2500,5.2300,5.2400,2186700,11462660.0000,3
2017-07-06,20170706101500000,sh.601398,5.2300,5.2500,5.2300,5.2500,1102600,5775516.0000,3
2017-07-06,20170706102000000,sh.601398,5.2400,5.2500,5.2300,5.2400,1099100,5757652.0000,3
2017-07-06,20170706102500000,sh.601398,5.2300,5.2400,5.2300,5.2300,1046800,5479651.0000,3
2017-07-06,20170706103000000,sh.601398,5.2300,5.2500,5.2300,5.2400,1552100,8136905.0000,3
2017-07-06,20170706103500000,sh.601398,5.2500,5.2500,5.2300,5.2300,2070700,10850154.0000,3
2017-07-06,20170706104000000,sh.601398,5.2300,5.2400,5.2300,5.2300,649700,3401819.0000,3
2017-07-06,20170706104500000,sh.601398,5.2300,5.2400,5.2300,5.2300,557700,2919785.0000,3
2017-07-06,20170706105000000,sh.601398,5.2300,5.2400,5.2300,5.2400,935800,4901136.0000,3
2017-07-06,20170706105500000,sh.601398,5.2300,5.2500,5.2300,5.2300,878200,4599161.0000,3
2017-07-06,20170706110000000,sh.601398,5.2300,5.2400,5.2300,5.2400,973300,5094306.0000,3
2017-07-06,20170706110500000,sh.601398,5.2400,5.2400,5.2300,5.2300,1174300,6147066.0000,3
2017-07-06,20170706111000000,sh.601398,5.2400,5.2400,5.2300,5.2300,1101800,5767901.0000,3
2017-07-06,20170706111500000,sh.601398,5.2400,5.2400,5.2300,5.2400,968900,5075177.0000,3
2017-07-06,20170706112000000,sh.601398,5.2300,5.2400,5.2300,5.2300,964900,5053656.0000,3
2017-07-06,20170706112500000,sh.601398,5.2400,5.2400,5.2300,5.2300,1160500,6076349.0000,3
2017-07-06,20170706113000000,sh.601398,5.2400,5.2400,5.2200,5.2200,1337200,6994950.0000,3
2017-07-06,20170706130500000,sh.601398,5.2200,5.2400,5.2200,5.2300,1623400,8487516.0000,3
2017-07-06,20170706131000000,sh.601398,5.2200,5.2300,5.2200,5.2300,1559300,8142605.0000,3
2017-07-06,20170706131500000,sh.601398,5.2200,5.2300,5.2200,5.2300,564700,2948749.0000,3
2017-07-06,20170706132000000,sh.601398,5.2300,5.2300,5.2200,5.2300,585200,3057698.0000,3
2017-07-06,20170706132500000,sh.601398,5.2300,5.2300,5.2200,5.2200,1484700,7761709.0000,3
2017-07-06,20170706133000000,sh.601398,5.2300,5.2400,5.2200,5.2300,1152600,6026764.0000,3
2017-07-06,20170706133500000,sh.601398,5.2300,5.2300,5.2200,5.2300,373700,1952763.0000,3
2017-07-06,20170706134000000,sh.601398,5.2300,5.2300,5.2200,5.2200,370000,1933035.0000,3
2017-07-06,20170706134500000,sh.601398,5.2300,5.2300,5.2200,5.2300,1723900,9011188.0000,3
2017-07-06,20170706135000000,sh.601398,5.2200,5.2400,5.2200,5.2400,2206100,11539194.0000,3
2017-07-06,20170706135500000,sh.601398,5.2400,5.2400,5.2200,5.2200,3177900,16620165.0000,3
2017-07-06,20170706140000000,sh.601398,5.2200,5.2400,5.2200,5.2200,904200,4727353.0000,3
2017-07-06,20170706140500000,sh.601398,5.2300,5.2400,5.2200,5.2400,1580000,8263721.0000,3
2017-07-06,20170706141000000,sh.601398,5.2300,5.2500,5.2300,5.2400,3431700,17979644.0000,3
2017-07-06,20170706141500000,sh.601398,5.2400,5.2500,5.2300,5.2400,3800900,19911116.0000,3
2017-07-06,20170706142000000,sh.601398,5.2300,5.2400,5.2200,5.2300,2169500,11347318.0000,3
2017-07-06,20170706142500000,sh.601398,5.2300,5.2400,5.2200,5.2300,1677500,8774540.0000,3
2017-07-06,20170706143000000,sh.601398,5.2300,5.2400,5.2200,5.2300,4692900,24556674.0000,3
2017-07-06,20170706143500000,sh.601398,5.2300,5.2400,5.2200,5.2400,5092200,26633360.0000,3
2017-07-06,20170706144000000,sh.601398,5.2400,5.2400,5.2200,5.2400,3455900,18078324.0000,3
2017-07-06,20170706144500000,sh.601398,5.2300,5.2400,5.2200,5.2200,1278200,6679770.0000,3
2017-07-06,20170706145000000,sh.601398,5.2300,5.2400,5.2200,5.2300,3427600,17922140.0000,3
2017-07-06,20170706145500000,sh.601398,5.2300,5.2400,5.2200,5.2300,4536900,23724444.0000,3
2017-07-06,20170706150000000,sh.601398,5.2200,5.2400,5.2200,5.2300,3671200,19194900.0000,3
2017-07-07,20170707093500000,sh.601398,5.2300,5.2300,5.2200,5.2200,3944300,20617230.0000,3
2017-07-07,20170707094000000,sh.601398,5.2200,5.2300,5.2200,5.2200,2501300,13067690.0000,3
2017-07-07,20170707094500000,sh.601398,5.2200,5.2300,5.2200,5.2300,3894300,20359218.0000,3
2017-07-07,20170707095000000,sh.601398,5.2300,5.2300,5.2200,5.2200,3933800,20545816.0000,3
2017-07-07,20170707095500000,sh.601398,5.2300,5.2300,5.2100,5.2200,2266200,11833483.0000,3
2017-07-07,20170707100000000,sh.601398,5.2200,5.2300,5.2100,5.2200,10848500,56592988.0000,3
2017-07-07,20170707100500000,sh.601398,5.2200,5.2300,5.2100,5.2100,2008500,10483292.0000,3
2017-07-07,20170707101000000,sh.601398,5.2100,5.2200,5.2100,5.2100,739100,3855443.0000,3
2017-07-07,20170707101500000,sh.601398,5.2100,5.2200,5.2100,5.2100,789500,4116983.0000,3
2017-07-07,20170707102000000,sh.601398,5.2100,5.2200,5.2000,5.2000,9503200,49466824.0000,3
2017-07-07,20170707102500000,sh.601398,5.2000,5.2100,5.1900,5.2000,2853700,14842576.0000,3
2017-07-07,20170707103000000,sh.601398,5.2000,5.2100,5.2000,5.2000,1483200,7716481.0000,3
2017-07-07,20170707103500000,sh.601398,5.2000,5.2100,5.2000,5.2000,1182800,6154373.0000,3
2017-07-07,20170707104000000,sh.601398,5.2000,5.2100,5.2000,5.2000,780800,4064040.0000,3
2017-07-07,20170707104500000,sh.601398,5.2000,5.2100,5.1900,5.1900,2817000,14649470.0000,3
2017-07-07,20170707105000000,sh.601398,5.1900,5.2000,5.1900,5.2000,1677100,8710764.0000,3
2017-07-07,20170707105500000,sh.601398,5.1900,5.2000,5.1900,5.2000,1169600,6073833.0000,3
2017-07-07,20170707110000000,sh.601398,5.2000,5.2000,5.1900,5.2000,3253100,16894568.0000,3
2017-07-07,20170707110500000,sh.601398,5.1900,5.2000,5.1900,5.1900,1410300,7324834.0000,3
2017-07-07,20170707111000000,sh.601398,5.1900,5.2000,5.1900,5.2000,1217100,6323710.0000,3
2017-07-07,20170707111500000,sh.601398,5.1900,5.2100,5.1900,5.2100,3066600,15955084.0000,3
2017-07-07,20170707112000000,sh.601398,5.2000,5.2200,5.2000,5.2100,2483000,12937886.0000,3
2017-07-07,20170707112500000,sh.601398,5.2000,5.2100,5.2000,5.2100,522900,2723115.0000,3
2017-07-07,20170707113000000,sh.601398,5.2100,5.2100,5.2000,5.2000,590500,3073647.0000,3
2017-07-07,20170707130500000,sh.601398,5.2000,5.2100,5.2000,5.2000,1345600,6998784.0000,3
2017-07-07,20170707131000000,sh.601398,5.2000,5.2100,5.2000,5.2000,784500,4081095.0000,3
2017-07-07,20170707131500000,sh.601398,5.2100,5.2100,5.2000,5.2100,638300,3323725.0000,3
2017-07-07,20170707132000000,sh.601398,5.2100,5.2200,5.2000,5.2100,785000,4087157.0000,3
2017-07-07,20170707132500000,sh.601398,5.2200,5.2200,5.2000,5.2100,337000,1756256.0000,3
2017-07-07,20170707133000000,sh.601398,5.2100,5.2200,5.2000,5.2100,1654600,8631164.0000,3
2017-07-07,20170707133500000,sh.601398,5.2100,5.2200,5.2100,5.2100,1127600,5881285.0000,3
2017-07-07,20170707134000000,sh.601398,5.2200,5.2200,5.2100,5.2200,2145000,11192830.0000,3
2017-07-07,20170707134500000,sh.601398,5.2200,5.2200,5.2100,5.2200,2640200,13778785.0000,3
2017-07-07,20170707135000000,sh.601398,5.2100,5.2200,5.2000,5.2100,1712600,8927869.0000,3
2017-07-07,20170707135500000,sh.601398,5.2100,5.2100,5.1900,5.2000,6546200,34050288.0000,3
2017-07-07,20170707140000000,sh.601398,5.2100,5.2100,5.2000,5.2000,3767100,19612262.0000,3
2017-07-07,20170707140500000,sh.601398,5.2100,5.2200,5.2000,5.2000,4682500,24388476.0000,3
2017-07-07,20170707141000000,sh.601398,5.2100,5.2100,5.2000,5.2000,899200,4677541.0000,3
2017-07-07,20170707141500000,sh.601398,5.2000,5.2200,5.2000,5.2200,10242800,53364488.0000,3
2017-07-07,20170707142000000,sh.601398,5.2100,5.2200,5.2100,5.2200,3994200,20838624.0000,3
2017-07-07,20170707142500000,sh.601398,5.2200,5.2200,5.2100,5.2100,5584000,29122406.0000,3
2017-07-07,20170707143000000,sh.601398,5.2100,5.2200,5.2000,5.2200,6763700,35258256.0000,3
2017-07-07,20170707143500000,sh.601398,5.2200,5.2200,5.2100,5.2200,3896900,20334680.0000,3
2017-07-07,20170707144000000,sh.601398,5.2100,5.2200,5.2100,5.2200,4584100,23912482.0000,3
2017-07-07,20170707144500000,sh.601398,5.2200,5.2300,5.2100,5.2300,9010200,47064312.0000,3
2017-07-07,20170707145000000,sh.601398,5.2200,5.2300,5.2100,5.2100,8686000,45347564.0000,3
2017-07-07,20170707145500000,sh.601398,5.2200,5.2300,5.2100,5.2100,8375200,43700704.0000,3
2017-07-07,20170707150000000,sh.601398,5.2200,5.2200,5.2000,5.2100,6970000,36284740.0000,3
2017-07-10,20170710093500000,sh.601398,5.2100,5.2100,5.2000,5.2000,2461000,12815328.0000,3
2017-07-10,20170710094000000,sh.601398,5.2100,5.2100,5.1900,5.2000,4535700,23597440.0000,3
2017-07-10,20170710094500000,sh.601398,5.2000,5.2000,5.1900,5.2000,6596700,34264556.0000,3
2017-07-10,20170710095000000,sh.601398,5.2000,5.2000,5.1900,5.1900,1805700,9381214.0000,3
2017-07-10,20170710095500000,sh.601398,5.2000,5.2000,5.1800,5.1800,4388600,22768844.0000,3
2017-07-10,20170710100000000,sh.601398,5.1800,5.1900,5.1800,5.1900,4267200,22132284.0000,3
2017-07-10,20170710100500000,sh.601398,5.1900,5.2100,5.1800,5.2000,2844500,14780448.0000,3
2017-07-10,20170710101000000,sh.601398,5.2100,5.2100,5.2000,5.2100,1873100,9753143.0000,3
2017-07-10,20170710101500000,sh.601398,5.2100,5.2100,5.2000,5.2100,1866100,9716261.0000,3
2017-07-10,20170710102000000,sh.601398,5.2100,5.2100,5.2000,5.2100,1754100,9129654.0000,3
2017-07-10,20170710102500000,sh.601398,5.2000,5.2200,5.2000,5.2200,6095000,31725144.0000,3
2017-07-10,20170710103000000,sh.601398,5.2000,5.2100,5.2000,5.2000,1160000,6036656.0000,3
2017-07-10,20170710103500000,sh.601398,5.2100,5.2100,5.2000,5.2000,768400,4000260.0000,3
2017-07-10,20170710104000000,sh.601398,5.2000,5.2100,5.2000,5.2100,938300,4883433.0000,3
2017-07-10,20170710104500000,sh.601398,5.2000,5.2100,5.2000,5.2100,1379200,7182645.0000,3
2017-07-10,20170710105000000,sh.601398,5.2100,5.2200,5.2000,5.2100,2780500,14489995.0000,3
2017-07-10,20170710105500000,sh.601398,5.2200,5.2200,5.2100,5.2200,1283700,6692234.0000,3
2017-07-10,20170710110000000,sh.601398,5.2200,5.2200,5.2100,5.2100,865900,4516401.0000,3
2017-07-10,20170710110500000,sh.601398,5.2200,5.2200,5.2100,5.2200,963800,5028738.0000,3
2017-07-10,20170710111000000,sh.601398,5.2100,5.2200,5.2100,5.2100,3990900,20821724.0000,3
2017-07-10,20170710111500000,sh.601398,5.2100,5.2200,5.2000,5.2000,2490400,12979499.0000,3
2017-07-10,20170710112000000,sh.601398,5.2000,5.2100,5.2000,5.2100,1633200,8506428.0000,3
2017-07-10,20170710112500000,sh.601398,5.2100,5.2200,5.2000,5.2100,2481400,12926494.0000,3
2017-07-10,20170710113000000,sh.601398,5.2100,5.2200,5.2100,5.2200,570800,2977954.0000,3
2017-07-10,20170710130500000,sh.601398,5.2200,5.2200,5.2100,5.2200,1199500,6255402.0000,3
2017-07-10,20170710131000000,sh.601398,5.2200,5.2200,5.2000,5.2100,3029100,15782233.0000,3
2017-07-10,20170710131500000,sh.601398,5.2100,5.2100,5.2000,5.2100,1747700,9092592.0000,3
2017-07-10,20170710132000000,sh.601398,5.2100,5.2100,5.2000,5.2100,742700,3867191.0000,3
2017-07-10,20170710132500000,sh.601398,5.2100,5.2100,5.2000,5.2100,1217700,6336886.0000,3
2017-07-10,20170710133000000,sh.601398,5.2100,5.2100,5.2000,5.2000,2244600,11689777.0000,3
2017-07-10,20170710133500000,sh.601398,5.2000,5.2100,5.2000,5.2100,3053100,15903567.0000,3
2017-07-10,20170710134000000,sh.601398,5.2000,5.2100,5.2000,5.2100,1725600,8989135.0000,3
2017-07-10,20170710134500000,sh.601398,5.2200,5.2200,5.2000,5.2000,1721200,8958446.0000,3
2017-07-10,20170710135000000,sh.601398,5.2100,5.2100,5.2000,5.2100,957600,4984655.0000,3
2017-07-10,20170710135500000,sh.601398,5.2000,5.2100,5.2000,5.2000,793500,4130678.0000,3
2017-07-10,20170710140000000,sh.601398,5.2100,5.2100,5.2000,5.2000,1323600,6892369.0000,3
2017-07-10,20170710140500000,sh.601398,5.2100,5.2100,5.2000,5.2100,1701400,8860309.0000,3
2017-07-10,20170710141000000,sh.601398,5.2100,5.2100,5.2000,5.2100,2271500,11827805.0000,3
2017-07-10,20170710141500000,sh.601398,5.2000,5.2100,5.2000,5.2000,1603000,8344575.0000,3
2017-07-10,20170710142000000,sh.601398,5.2100,5.2300,5.2000,5.2200,15175200,79111632.0000,3
2017-07-10,20170710142500000,sh.601398,5.2200,5.2300,5.2200,5.2300,2228700,11646457.0000,3
2017-07-10,20170710143000000,sh.601398,5.2300,5.2300,5.2200,5.2200,1275700,6668314.0000,3
2017-07-10,20170710143500000,sh.601398,5.2200,5.2300,5.2200,5.2200,1850000,9665294.0000,3
2017-07-10,20170710144000000,sh.601398,5.2300,5.2300,5.2200,5.2300,5628000,29386626.0000,3
2017-07-10,20170710144500000,sh.601398,5.2300,5.2300,5.2200,5.2300,3887300,20306612.0000,3
2017-07-10,20170710145000000,sh.601398,5.2300,5.2300,5.2200,5.2300,5593800,29239948.0000,3
2017-07-10,20170710145500000,sh.601398,5.2300,5.2300,5.2200,5.2300,8558200,44752312.0000,3
2017-07-10,20170710150000000,sh.601398,5.2300,5.2400,5.2200,5.2300,10554000,55239520.0000,3
2017-07-11,20170711093500000,sh.601398,5.0000,5.0000,4.9700,4.9900,18390900,91685280.0000,3
2017-07-11,20170711094000000,sh.601398,4.9900,4.9900,4.9700,4.9800,10177700,50718440.0000,3
2017-07-11,20170711094500000,sh.601398,5.0000,5.0000,4.9800,4.9900,3236200,16142498.0000,3
