code,pubDate,statDate,NRTurnRatio,NRTurnDays,INVTurnRatio,INVTurnDays,CATurnRatio,AssetTurnRatio
sh.600010,2018-04-27,2018-03-31,4.046842,22.239565,0.516452,174.266022,0.312746,0.088601
sh.600010,2018-08-29,2018-06-30,9.936467,18.115091,1.378122,130.612556,0.752251,0.215914
sh.600010,2018-10-31,2018-09-30,13.078368,20.644777,2.039730,132.370433,1.130890,0.327691
sh.600010,2019-04-19,2018-12-31,7.624551,47.215897,2.819190,127.696235,1.558184,0.454826
sh.600010,2019-04-30,2019-03-31,1.514792,59.414116,0.535632,168.025679,0.315654,0.091846
sh.600010,2019-08-28,2019-06-30,3.357557,53.610403,1.196775,150.404215,0.699112,0.206216
sh.600010,2019-10-30,2019-09-30,5.294631,50.995051,1.837506,146.938298,1.037783,0.315151
sh.600010,2020-04-30,2019-12-31,8.786574,40.971601,2.717282,132.485307,1.471606,0.428524
sh.600010,2020-04-30,2020-03-31,3.516182,25.595942,0.591460,152.165754,0.335854,0.091251
sh.600010,2020-08-31,2020-06-30,7.443944,24.180730,1.304986,137.932483,0.730108,0.194484
sh.600010,2020-10-30,2020-09-30,10.106897,26.714432,1.974059,136.774019,1.091373,0.298799
sh.600010,2021-04-30,2020-12-31,13.334454,26.997731,2.791132,128.979938,1.473227,0.406895
sh.600010,2021-04-30,2021-03-31,3.236128,27.811014,0.798978,112.643938,0.416355,0.119164
sh.600010,2021-08-27,2021-06-30,6.909400,26.051467,1.679689,107.162686,0.907217,0.265128
sh.600010,2021-10-30,2021-09-30,13.713296,19.688921,2.786591,96.892571,1.488236,0.431615
sh.600010,2022-04-15,2021-12-31,16.162856,22.273291,4.033113,89.261071,2.134515,0.589911
sh.600010,2022-04-28,2022-03-31,3.451229,26.077665,0.959531,93.795863,0.475173,0.135531
sh.600010,2022-08-26,2022-06-30,7.035616,25.584115,1.933635,93.088940,0.943166,0.273730
sh.600010,2022-10-28,2022-09-30,10.027343,26.926374,3.012828,89.616795,1.419645,0.393467
sh.600010,2023-04-22,2022-12-31,14.235702,25.288532,3.612150,99.665015,1.806659,0.489815
sh.600010,2023-04-28,2023-03-31,3.383894,26.596576,0.882653,101.959896,0.440392,0.116116
sh.600010,2023-08-25,2023-06-30,7.081190,25.419455,1.892023,95.137421,0.857209,0.236146
sh.600010,2023-10-27,2023-09-30,10.748618,25.119509,2.807565,96.167545,1.318082,0.356891
sh.600019,2018-04-28,2018-03-31,4.939009,18.222280,1.333908,67.470918,0.498731,0.191907
sh.600019,2018-08-28,2018-06-30,11.725873,15.350669,3.181718,56.573207,1.101585,0.423688
sh.600019,2018-10-30,2018-09-30,17.082394,15.805747,4.599230,58.705476,1.687422,0.644533
sh.600019,2019-04-25,2018-12-31,7.107514,50.650620,6.397680,56.270402,2.409057,0.890621
sh.600019,2019-04-25,2019-03-31,1.586711,56.721102,1.345275,66.900801,0.527462,0.193737
sh.600019,2019-08-23,2019-06-30,3.299780,54.549097,2.899606,62.077396,1.134328,0.418148
sh.600019,2019-10-26,2019-09-30,5.206817,51.855093,4.455935,60.593347,1.722768,0.639125
sh.600019,2020-04-29,2019-12-31,10.935307,32.920887,6.353418,56.662417,2.330372,0.865646
sh.600019,2020-04-29,2020-03-31,5.024476,17.912314,1.202644,74.835096,0.446360,0.175331
sh.600019,2020-08-28,2020-06-30,10.607469,16.969175,2.796696,64.361651,0.930030,0.375855
sh.600019,2020-10-30,2020-09-30,16.229249,16.636629,4.204986,64.209488,1.416392,0.576448
sh.600019,2021-04-27,2020-12-31,25.566950,14.080678,6.350708,56.686590,2.053868,0.817513
sh.600019,2021-04-27,2021-03-31,7.138665,12.607399,1.616243,55.684689,0.553441,0.230191
sh.600019,2021-08-28,2021-06-30,14.780669,12.178069,3.570073,50.419132,1.199002,0.504439
sh.600019,2021-10-30,2021-09-30,21.137090,12.773755,4.956962,54.468849,1.701340,0.736015
sh.600019,2022-04-29,2021-12-31,19.225529,18.725103,7.114428,50.601397,2.470474,0.991939
sh.600019,2022-04-29,2022-03-31,3.293505,27.326507,1.504347,59.826606,0.543977,0.222246
sh.600019,2022-08-31,2022-06-30,6.609207,27.234734,3.095950,58.140469,1.097860,0.467762
sh.600019,2022-10-26,2022-09-30,10.194620,26.484557,5.124318,52.689939,1.744280,0.716051
sh.600019,2023-04-28,2022-12-31,13.791113,26.103768,6.945160,51.834360,2.276422,0.947947
sh.600019,2023-04-28,2023-03-31,3.209086,28.045370,1.429988,62.937063,0.453070,0.199251
sh.600019,2023-08-31,2023-06-30,6.602180,27.263722,3.352414,53.692877,1.037363,0.439200
sh.600019,2023-10-25,2023-09-30,10.201202,26.467470,4.951342,54.531133,1.541331,0.657730
sh.600022,2018-04-27,2018-03-31,47.150207,1.908793,2.804834,32.087460,0.583868,0.205092
sh.600022,2018-08-17,2018-06-30,53.711439,3.351241,5.661213,31.795307,1.144533,0.406668
sh.600022,2018-10-30,2018-09-30,192.298049,1.404070,9.015803,29.947415,1.787672,0.650208
sh.600022,2019-03-29,2018-12-31,11.628921,30.957300,10.615633,33.912251,2.383791,0.867401
sh.600022,2019-04-26,2019-03-31,1.949683,46.161349,2.483131,36.244570,0.547635,0.194773
sh.600022,2019-08-23,2019-06-30,4.169389,43.171794,5.568486,32.324763,1.267805,0.445517
sh.600022,2019-10-30,2019-09-30,7.112127,37.963325,9.049763,29.835037,2.093790,0.729229
sh.600022,2020-03-20,2019-12-31,14.130727,25.476396,12.716926,28.308727,3.071679,1.005255
sh.600022,2020-04-29,2020-03-31,5.045812,17.836574,3.654865,24.624712,0.957133,0.276057
sh.600022,2020-08-28,2020-06-30,12.318744,14.611879,7.955866,22.624815,2.038130,0.576538
sh.600022,2020-10-30,2020-09-30,22.190579,12.167325,12.491024,21.615521,3.290597,0.922814
sh.600022,2021-03-31,2020-12-31,28.230740,12.752057,16.374739,21.985083,4.651842,1.265268
sh.600022,2021-04-29,2021-03-31,8.501868,10.585909,4.704770,19.129520,1.322356,0.376256
sh.600022,2021-08-27,2021-06-30,22.166623,8.120317,9.745448,18.470161,2.784131,0.817389
sh.600022,2021-10-29,2021-09-30,31.465174,8.580916,13.679044,19.738221,4.192680,1.215268
sh.600022,2022-03-23,2021-12-31,47.035504,7.653793,18.120827,19.866643,5.810241,1.571988
sh.600022,2022-04-29,2022-03-31,12.143077,7.411631,3.612544,24.913188,1.181591,0.328589
sh.600022,2022-08-31,2022-06-30,45.139160,3.987668,7.770020,23.165963,2.680610,0.735620
sh.600022,2022-10-29,2022-09-30,61.611345,4.382310,12.233219,22.071050,4.210187,1.080299
sh.600022,2023-03-31,2022-12-31,67.628787,5.323177,17.415395,20.671366,5.640960,1.445202
sh.600022,2023-04-28,2023-03-31,20.343412,4.424037,4.481646,20.082114,1.529006,0.358220
sh.600022,2023-08-31,2023-06-30,40.420813,4.453151,9.027998,19.937971,2.935254,0.683732
sh.600022,2023-10-28,2023-09-30,62.900614,4.292486,13.193803,20.464157,4.425323,1.004653
sh.600117,2018-04-28,2018-03-31,2.725968,33.015796,0.457277,196.817128,0.242046,0.067959
sh.600117,2018-08-30,2018-06-30,5.841162,30.815787,0.943166,190.846647,0.502260,0.139257
sh.600117,2018-10-31,2018-09-30,9.588013,28.160162,1.491768,180.993235,0.719267,0.206759
sh.600117,2019-04-29,2018-12-31,10.491715,34.312789,2.156173,166.962459,0.985519,0.283912
sh.600117,2019-04-30,2019-03-31,2.685652,33.511414,0.552232,162.975052,0.242697,0.081423
sh.600117,2019-08-21,2019-06-30,6.517366,27.618521,1.266258,142.151101,0.561769,0.190003
sh.600117,2019-10-29,2019-09-30,11.550606,23.375397,1.922080,140.472811,0.944261,0.295816
sh.600117,2020-04-29,2019-12-31,17.260789,20.856520,2.999371,120.025159,1.403140,0.442251
sh.600117,2020-04-30,2020-03-31,2.303834,39.065313,0.622724,144.526320,0.234700,0.080286
sh.600117,2020-08-18,2020-06-30,5.648560,31.866526,1.561595,115.266756,0.574652,0.199364
sh.600117,2020-10-27,2020-09-30,8.235201,32.786085,2.486598,108.582083,0.936994,0.325213
sh.600117,2021-04-28,2020-12-31,12.973679,27.748490,3.668094,98.143609,1.449869,0.485621
sh.600117,2021-04-30,2021-03-31,3.013751,29.863113,0.860352,104.608330,0.368601,0.122888
sh.600117,2021-08-20,2021-06-30,7.227088,24.906298,1.989495,90.475218,0.883142,0.290074
sh.600117,2021-10-29,2021-09-30,11.904808,22.679913,3.157497,85.510775,1.425601,0.459405
sh.600117,2022-04-30,2021-12-31,7.061081,50.983697,4.757587,75.668606,1.699979,0.626938
sh.600117,2022-04-30,2022-03-31,1.843394,48.822992,1.301292,69.162029,0.452026,0.171641
sh.600117,2022-08-31,2022-06-30,2.283194,78.836920,2.425022,74.226125,0.742245,0.302739
sh.600117,2022-10-29,2022-09-30,3.170579,85.157960,3.283960,82.217818,1.000538,0.399554
sh.600117,2023-04-29,2022-12-31,4.107433,87.645983,3.629993,99.173554,1.115818,0.439373
sh.600117,2023-04-29,2023-03-31,1.151455,78.161973,0.651714,138.100353,0.206717,0.078830
sh.600117,2023-08-31,2023-06-30,2.522611,71.354636,1.358118,132.538105,0.436236,0.163805
sh.600117,2023-10-28,2023-09-30,3.280613,82.301697,1.776194,152.009909,0.585610,0.213036
sh.600126,2018-04-28,2018-03-31,51.473369,1.748477,3.093547,29.092818,0.667552,0.266108
sh.600126,2018-08-25,2018-06-30,109.017446,1.651112,7.155481,25.155541,1.276749,0.526545
sh.600126,2018-10-30,2018-09-30,148.810402,1.814389,9.386511,28.764681,1.771671,0.763280
sh.600126,2019-04-12,2018-12-31,13.310369,27.046583,12.057970,29.855772,2.545412,1.052413
sh.600126,2019-04-23,2019-03-31,3.047506,29.532342,3.327719,27.045549,0.555830,0.247874
sh.600126,2019-08-17,2019-06-30,6.783661,26.534347,5.529961,32.549960,1.042237,0.470387
sh.600126,2019-10-30,2019-09-30,9.149012,29.511382,9.471306,28.507158,1.629408,0.732951
sh.600126,2020-04-08,2019-12-31,20.658467,17.426269,13.207872,27.256472,2.367579,1.025595
sh.600126,2020-04-25,2020-03-31,9.286354,9.691640,2.951290,30.495141,0.487235,0.219020
sh.600126,2020-08-15,2020-06-30,20.554402,8.757248,7.023588,25.627926,1.057326,0.481837
sh.600126,2020-10-24,2020-09-30,34.028271,7.934579,9.100603,29.668364,1.662224,0.793966
sh.600126,2021-04-10,2020-12-31,60.533136,5.947156,14.363635,25.063294,2.424609,1.207283
sh.600126,2021-04-24,2021-03-31,16.616675,5.416246,2.800671,32.135151,0.583223,0.349813
sh.600126,2021-08-21,2021-06-30,33.511672,5.371263,7.568783,23.781894,1.548647,0.887803
sh.600126,2021-10-23,2021-09-30,72.525384,3.722834,11.375461,23.735302,2.402281,1.361416
sh.600126,2022-04-09,2021-12-31,78.149672,4.606545,17.499457,20.572066,3.250563,1.764258
sh.600126,2022-04-23,2022-03-31,11.690889,7.698302,3.339210,26.952486,0.719485,0.391391
sh.600126,2022-08-20,2022-06-30,28.612678,6.290918,7.331143,24.552789,1.573788,0.855571
sh.600126,2022-10-29,2022-09-30,45.167759,5.977715,10.619517,25.424885,2.120516,1.175456
sh.600126,2023-04-15,2022-12-31,48.873632,7.365935,13.768178,26.147209,2.911017,1.497098
sh.600126,2023-04-29,2023-03-31,9.840051,9.146294,3.120125,28.845229,0.755255,0.406518
sh.600126,2023-08-26,2023-06-30,21.133827,8.517151,7.277723,24.733089,1.586473,0.844194
sh.600126,2023-10-28,2023-09-30,27.959162,9.656942,11.380692,23.724375,2.381941,1.282393
sh.600231,2018-04-21,2018-03-31,87.695284,1.026281,2.499829,36.002464,0.871814,0.297428
sh.600231,2018-08-11,2018-06-30,119.228109,1.509711,5.979938,30.100647,1.969910,0.675637
sh.600231,2018-10-10,2018-09-30,275.317768,0.980685,8.031774,33.616485,2.933186,1.042330
sh.600231,2019-03-02,2018-12-31,24.965271,14.420032,9.876655,36.449589,3.642737,1.350616
sh.600231,2019-04-30,2019-03-31,5.555076,16.201398,2.651370,33.944721,0.809690,0.326521
sh.600231,2019-08-24,2019-06-30,10.558448,17.047961,5.281556,34.080865,1.522626,0.649743
sh.600231,2019-10-31,2019-09-30,14.431167,18.709506,8.074952,33.436733,2.658665,1.046261
sh.600231,2020-04-30,2019-12-31,38.448874,9.363083,10.304704,34.935501,3.179142,1.324360
sh.600231,2020-04-30,2020-03-31,21.072783,4.270912,2.648721,33.978667,0.636429,0.270399
sh.600231,2020-08-19,2020-06-30,51.884915,3.469216,5.889102,30.564929,1.344277,0.576134
sh.600231,2020-10-31,2020-09-30,110.124991,2.451760,8.405075,32.123447,2.111582,0.905427
sh.600231,2021-04-30,2020-12-31,219.449308,1.640470,10.762532,33.449376,3.021450,1.272887
sh.600231,2021-04-30,2021-03-31,172.877110,0.520601,2.749014,32.739016,0.822780,0.352573
sh.600231,2021-08-31,2021-06-30,287.093594,0.626973,5.514856,32.639110,1.638233,0.740654
sh.600231,2021-10-30,2021-09-30,252.645379,1.068692,8.638065,31.256999,2.479308,1.148886
sh.600231,2022-03-02,2021-12-31,205.526914,1.751595,10.948602,32.880909,3.535731,1.556567
sh.600231,2022-04-29,2022-03-31,23.191024,3.880812,2.587979,34.776170,0.742728,0.341680
sh.600231,2022-08-31,2022-06-30,60.024742,2.998763,5.536233,32.513085,1.545197,0.720023
sh.600231,2022-10-29,2022-09-30,152.218231,1.773769,8.373736,32.243674,2.095955,0.966442
sh.600231,2023-04-29,2022-12-31,190.119693,1.893544,10.417628,34.556904,2.989146,1.259348
sh.600231,2023-04-29,2023-03-31,663.959976,0.135550,3.013606,29.864614,0.804548,0.319158
sh.600231,2023-08-31,2023-06-30,1202.294491,0.149714,6.177770,29.136586,1.620541,0.624635
sh.600231,2023-10-28,2023-09-30,1337.457105,0.201876,9.034398,29.885770,2.644706,0.944023
sh.600282,2018-04-18,2018-03-31,15.354724,5.861388,1.931019,46.607512,0.669403,0.265002
sh.600282,2018-08-18,2018-06-30,30.145810,5.970979,4.008136,44.908652,1.364919,0.550361
sh.600282,2018-10-30,2018-09-30,38.798745,6.958988,6.199991,43.548453,2.032203,0.840678
sh.600282,2019-03-23,2018-12-31,7.503406,47.978213,7.793428,46.192764,2.885739,1.105962
sh.600282,2019-04-30,2019-03-31,1.868028,48.179146,2.114171,42.569875,0.678057,0.278076
sh.600282,2019-08-27,2019-06-30,3.770212,47.742669,4.096522,43.939711,1.421754,0.573169
sh.600282,2019-10-30,2019-09-30,5.477731,49.290478,6.082532,44.389406,2.062393,0.853733
sh.600282,2020-03-25,2019-12-31,13.146389,27.383946,7.791911,46.201758,2.793654,1.131178
sh.600282,2020-04-30,2020-03-31,10.633863,8.463528,1.750410,51.416514,0.581967,0.253122
sh.600282,2020-08-26,2020-06-30,20.741830,8.678116,3.682995,48.873264,1.285931,0.544271
sh.600282,2020-10-30,2020-09-30,34.570413,7.810147,5.583665,48.355337,1.959330,0.848640
sh.600282,2021-03-27,2020-12-31,59.067879,6.094683,7.410320,48.580896,2.654425,1.160816
sh.600282,2021-04-30,2021-03-31,20.570499,4.375198,2.023505,44.477274,0.727428,0.342739
sh.600282,2021-08-18,2021-06-30,37.254135,4.831678,4.514748,39.869332,1.719620,0.776603
sh.600282,2021-10-30,2021-09-30,49.529739,5.451270,6.781072,39.816713,2.517574,1.140593
sh.600282,2022-03-23,2021-12-31,61.851419,5.820400,8.874592,40.565244,3.206217,1.433123
sh.600282,2022-04-29,2022-03-31,9.523926,9.449885,1.849701,48.656507,0.672192,0.288278
sh.600282,2022-08-24,2022-06-30,15.303431,11.762068,3.579547,50.285686,1.278685,0.555640
sh.600282,2022-10-29,2022-09-30,22.080501,12.227984,5.627650,47.977402,1.964501,0.813255
sh.600282,2023-03-29,2022-12-31,28.736551,12.527599,8.296121,43.393771,2.523112,1.067671
sh.600282,2023-04-28,2023-03-31,5.400830,16.664107,2.201494,40.881217,0.573361,0.236376
sh.600282,2023-08-26,2023-06-30,10.227351,17.599866,4.673449,38.515856,1.157468,0.481149
sh.600282,2023-10-28,2023-09-30,15.109922,17.869053,6.588922,40.978008,1.752976,0.732566
sh.600307,2018-04-27,2018-03-31,42.125871,2.136454,1.264627,71.167246,0.830485,0.244634
sh.600307,2018-08-17,2018-06-30,104.395500,1.724212,3.498681,51.447964,2.017903,0.582741
sh.600307,2018-10-30,2018-09-30,142.349184,1.896744,5.635207,47.913058,3.305035,0.928212
sh.600307,2019-04-26,2018-12-31,65.203311,5.521192,6.615537,54.417351,3.869140,1.140931
sh.600307,2019-04-26,2019-03-31,11.981916,7.511319,1.618050,55.622493,0.806592,0.243387
sh.600307,2019-08-28,2019-06-30,21.570667,8.344666,3.965036,45.396818,2.058012,0.587333
sh.600307,2019-10-25,2019-09-30,35.751883,7.552050,6.192496,43.601157,3.284572,0.930472
sh.600307,2020-04-30,2019-12-31,78.371662,4.593497,7.562957,47.600432,3.901775,1.177753
sh.600307,2020-04-30,2020-03-31,15.244381,5.903815,0.871145,103.312331,0.526535,0.151615
sh.600307,2020-08-20,2020-06-30,39.979941,4.502258,2.525920,71.261172,1.410606,0.407483
sh.600307,2020-10-30,2020-09-30,52.055806,5.186741,4.067654,66.377334,2.070096,0.657135
sh.600307,2021-04-30,2020-12-31,97.664422,3.686092,5.481999,65.669474,2.861051,0.913720
sh.600307,2021-04-30,2021-03-31,23.375248,3.850226,1.166950,77.124096,0.720110,0.250053
sh.600307,2021-08-13,2021-06-30,56.738512,3.172448,3.364650,53.497389,1.938731,0.642222
sh.600307,2021-10-28,2021-09-30,85.506826,3.157643,4.958091,54.456443,3.108764,0.998132
sh.600307,2022-04-20,2021-12-31,106.197894,3.389898,5.746803,62.643531,3.455803,1.167556
sh.600307,2022-04-20,2022-03-31,23.128812,3.891250,1.176332,76.509005,0.765227,0.262000
sh.600307,2022-08-30,2022-06-30,60.319412,2.984114,3.037344,59.262303,1.898351,0.626633
sh.600307,2022-10-29,2022-09-30,83.245019,3.243437,5.188355,52.039619,2.894118,0.892896
sh.600307,2023-04-29,2022-12-31,117.020525,3.076383,6.393732,56.305426,3.573351,1.084026
sh.600307,2023-04-29,2023-03-31,37.256351,2.415696,1.577661,57.045066,0.938502,0.252968
sh.600307,2023-08-31,2023-06-30,67.213428,2.678036,3.415391,52.702465,1.954801,0.502027
sh.600307,2023-10-28,2023-09-30,81.341015,3.319359,5.211676,51.806512,2.969582,0.731928
sh.600399,2018-06-26,2018-03-31,2.252048,39.963618,1.103422,81.564423,0.315804,0.166600
sh.600399,2018-08-31,2018-06-30,4.119267,43.697098,2.074787,86.755901,0.645207,0.328742
sh.600399,2018-10-22,2018-09-30,6.012598,44.905714,2.956742,91.316740,0.941487,0.481573
sh.600399,2019-03-29,2018-12-31,3.875679,92.886951,3.622138,99.388827,1.337019,0.668133
sh.600399,2019-04-30,2019-03-31,0.936565,96.095789,0.963250,93.433658,0.422090,0.196254
sh.600399,2019-07-31,2019-06-30,1.906388,94.419373,1.820821,98.856485,0.804856,0.378945
sh.600399,2019-10-26,2019-09-30,2.994577,90.162982,2.519997,107.142965,1.124180,0.534156
sh.600399,2020-03-31,2019-12-31,4.211858,85.472972,3.066953,117.380350,1.455753,0.696250
sh.600399,2020-04-30,2020-03-31,1.115931,80.650123,0.738629,121.847406,0.333166,0.167761
sh.600399,2020-08-20,2020-06-30,2.343518,76.807591,1.676709,107.353152,0.715641,0.361919
sh.600399,2020-10-31,2020-09-30,3.322774,81.257408,2.399608,112.518372,1.055838,0.542169
sh.600399,2021-03-31,2020-12-31,7.518016,47.884972,3.069854,117.269413,1.354014,0.705722
sh.600399,2021-04-30,2021-03-31,3.314057,27.157045,0.896663,100.372184,0.348133,0.191910
sh.600399,2021-08-20,2021-06-30,7.859444,22.902385,1.733069,103.861995,0.722875,0.396001
sh.600399,2021-10-30,2021-09-30,13.320649,20.269283,2.282254,118.304082,1.048936,0.576151
sh.600399,2022-03-31,2021-12-31,18.633817,19.319713,3.139976,114.650554,1.389418,0.762522
sh.600399,2022-04-30,2022-03-31,4.446932,20.238671,0.676977,132.943982,0.317263,0.175418
sh.600399,2022-08-20,2022-06-30,10.316509,17.447762,1.389214,129.569674,0.649677,0.360838
sh.600399,2022-10-29,2022-09-30,17.297909,15.608823,2.070945,130.375274,0.964608,0.535466
sh.600399,2023-04-20,2022-12-31,11.622982,30.973118,2.815311,127.872696,1.284649,0.710074
sh.600399,2023-04-20,2023-03-31,1.847622,48.711275,0.685366,131.310184,0.311861,0.170413
sh.600399,2023-08-19,2023-06-30,3.734718,48.196411,1.463297,123.009636,0.648142,0.352895
sh.600399,2023-10-31,2023-09-30,5.581699,48.372373,2.060914,131.010723,0.987907,0.522203
sh.600507,2018-04-21,2018-03-31,10.370217,8.678700,2.288063,39.334573,0.637616,0.379400
sh.600507,2018-08-18,2018-06-30,22.373623,8.045188,5.452600,33.011777,1.434678,0.832456
sh.600507,2018-10-25,2018-09-30,35.109173,7.690298,8.131038,33.206091,2.186882,1.271563
sh.600507,2019-02-22,2018-12-31,16.051943,22.427192,10.547851,34.130175,3.612701,1.895975
sh.600507,2019-04-25,2019-03-31,2.826278,31.844004,2.564558,35.093766,0.590089,0.345324
sh.600507,2019-08-16,2019-06-30,5.080037,35.432813,5.182132,34.734736,1.071989,0.663296
sh.600507,2019-10-30,2019-09-30,9.262771,29.148945,6.639830,40.663692,1.577379,0.943905
sh.600507,2020-02-28,2019-12-31,40.713945,8.842179,9.484890,37.955105,2.283192,1.363815
sh.600507,2020-04-25,2020-03-31,9.933766,9.060008,1.818162,49.500532,0.343082,0.230543
sh.600507,2020-08-28,2020-06-30,17.028938,10.570242,4.426886,40.660632,0.749013,0.515483
sh.600507,2020-10-28,2020-09-30,26.612076,10.145770,7.330984,36.829981,1.240189,0.847730
sh.600507,2021-03-17,2020-12-31,59.640868,6.036129,9.636670,37.357304,1.854743,1.245178
sh.600507,2021-04-17,2021-03-31,8.940130,10.066968,2.213410,40.661249,0.392434,0.277557
sh.600507,2021-08-28,2021-06-30,22.285216,8.077104,5.205007,34.582085,0.789815,0.588857
sh.600507,2021-10-30,2021-09-30,39.509954,6.833721,8.937724,30.209033,1.232466,0.929244
sh.600507,2022-03-19,2021-12-31,31.561911,11.406153,12.313681,29.235774,1.707544,1.281934
sh.600507,2022-04-29,2022-03-31,4.532142,19.858160,2.782782,32.341734,0.317916,0.231403
sh.600507,2022-08-27,2022-06-30,12.250972,14.692712,7.132853,25.235346,0.874315,0.622363
sh.600507,2022-10-29,2022-09-30,17.751262,15.210186,11.369455,23.747841,1.170740,0.837479
sh.600507,2023-03-18,2022-12-31,25.369297,14.190382,13.648946,26.375663,1.856877,1.240702
sh.600507,2023-04-28,2023-03-31,4.753373,18.933925,2.379055,37.829431,0.426371,0.230320
sh.600507,2023-08-30,2023-06-30,7.108606,25.321422,7.701801,23.371160,1.092273,0.648639
sh.600507,2023-10-28,2023-09-30,10.918892,24.727783,10.163311,26.566174,1.574192,0.942253
sh.600569,2018-04-21,2018-03-31,6.733798,13.365415,0.913900,98.479000,0.446582,0.190531
sh.600569,2018-08-03,2018-06-30,17.885966,10.063756,2.291426,78.553701,1.066874,0.470272
sh.600569,2018-10-26,2018-09-30,30.507358,8.850324,3.855767,70.024979,1.723520,0.764550
sh.600569,2019-03-21,2018-12-31,13.880832,25.935045,4.998665,72.019230,2.226418,0.983941
sh.600569,2019-04-30,2019-03-31,2.590021,34.748748,0.843221,106.733560,0.345004,0.161374
sh.600569,2019-08-29,2019-06-30,6.562904,27.426883,2.112222,85.218316,0.865545,0.416908
sh.600569,2019-10-30,2019-09-30,8.786682,30.728321,3.073737,87.840962,1.283789,0.639686
sh.600569,2020-04-25,2019-12-31,21.626758,16.646045,3.906292,92.158998,1.675991,0.822947
sh.600569,2020-04-25,2020-03-31,10.804778,8.329648,0.646457,139.220360,0.278957,0.147900
sh.600569,2020-08-29,2020-06-30,26.930486,6.683875,1.530660,117.596352,0.670098,0.355012
sh.600569,2020-10-30,2020-09-30,43.504206,6.206296,2.258090,119.570055,1.092545,0.580792
sh.600569,2021-04-30,2020-12-31,57.596303,6.250401,3.211416,112.100093,1.536076,0.810224
sh.600569,2021-04-30,2021-03-31,17.463344,5.153652,0.915108,98.348995,0.475726,0.253213
sh.600569,2021-08-26,2021-06-30,38.662405,4.655686,1.973360,91.214964,1.113422,0.584402
sh.600569,2021-10-30,2021-09-30,55.762633,4.841952,3.131509,86.220411,1.661474,0.878913
sh.600569,2022-04-26,2021-12-31,78.179714,4.604775,4.643589,77.526248,2.355205,1.206000
sh.600569,2022-04-26,2022-03-31,9.950387,9.044875,0.770018,116.880448,0.360663,0.181270
sh.600569,2022-08-30,2022-06-30,26.985044,6.670362,1.728730,104.122699,0.894472,0.443903
sh.600569,2022-10-29,2022-09-30,40.801540,6.617397,2.725848,99.051734,1.347562,0.654985
sh.600569,2023-04-28,2022-12-31,46.870115,7.680800,3.662059,98.304252,1.864169,0.887663
sh.600569,2023-04-28,2023-03-31,13.297901,6.767986,0.916553,98.188959,0.504613,0.230615
sh.600569,2023-08-31,2023-06-30,24.416775,7.371981,2.018977,89.153046,1.046067,0.485315
sh.600569,2023-10-28,2023-09-30,29.534739,9.141777,3.114724,86.685716,1.661421,0.758677
sh.600581,2018-04-28,2018-03-31,16.388214,5.491752,1.141271,78.859428,0.905900,0.181743
sh.600581,2018-08-24,2018-06-30,102.967339,1.748127,2.681129,67.135902,2.063306,0.434472
sh.600581,2018-10-26,2018-09-30,184.133503,1.466327,5.828695,46.322547,3.447778,0.796805
sh.600581,2019-03-26,2018-12-31,45.845259,7.852502,6.694536,53.775200,4.801067,1.060310
sh.600581,2019-04-26,2019-03-31,8.940906,10.066094,1.328333,67.754114,0.852053,0.206421
sh.600581,2019-08-23,2019-06-30,22.487895,8.004306,2.859289,62.952716,1.988646,0.497951
sh.600581,2019-10-26,2019-09-30,34.989095,7.716690,4.810273,56.129872,3.166035,0.805451
sh.600581,2020-04-28,2019-12-31,75.195793,4.787502,6.242608,57.668202,4.066940,1.062017
sh.600581,2020-04-28,2020-03-31,21.251401,4.235015,0.925634,97.230669,0.578572,0.161567
sh.600581,2020-08-28,2020-06-30,36.249071,4.965645,3.046700,59.080317,1.674611,0.489703
sh.600581,2020-10-29,2020-09-30,52.002600,5.192048,4.666197,57.862969,2.413010,0.760012
sh.600581,2021-04-13,2020-12-31,287.805822,1.250843,6.202579,58.040372,3.175187,1.035915
sh.600581,2021-04-24,2021-03-31,19.104245,4.710995,1.774690,50.713087,0.726286,0.263678
sh.600581,2021-08-28,2021-06-30,25.272563,7.122348,3.622355,49.691426,1.596167,0.606133
sh.600581,2021-10-30,2021-09-30,58.929741,4.581727,5.347014,50.495476,2.443331,0.962007
sh.600581,2022-04-12,2021-12-31,76.547942,4.702935,7.240248,49.722054,3.480273,1.151872
sh.600581,2022-04-29,2022-03-31,8.093612,11.119880,1.089123,82.635259,0.527580,0.162016
sh.600581,2022-08-27,2022-06-30,16.684191,10.788656,2.506109,71.824492,1.365566,0.415492
sh.600581,2022-10-29,2022-09-30,27.392589,9.856680,4.523840,59.683803,2.115979,0.631217
sh.600581,2023-04-18,2022-12-31,44.796383,8.036363,5.852354,61.513225,2.744268,0.757211
sh.600581,2023-04-29,2023-03-31,10.165825,8.853192,1.113174,80.848006,0.495740,0.131634
sh.600581,2023-08-26,2023-06-30,24.129310,7.459807,3.639842,49.453267,1.460792,0.371727
sh.600581,2023-10-28,2023-09-30,35.257610,7.657921,6.272359,43.045724,2.364555,0.590823
sh.600782,2018-04-27,2018-03-31,6.295451,14.296037,2.606903,34.523728,0.599890,0.377829
sh.600782,2018-08-21,2018-06-30,15.101343,11.919470,5.655336,31.828345,1.204056,0.756733
