code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.000709,2021-08-20,2021-06-30,0.026909,0.021742,0.110638,1631316509.830000,0.238510,72994406320.860000,10618607852.00,10616892601.00
sz.000709,2021-10-23,2021-09-30,0.043621,0.021472,0.103399,2614175172.660000,0.273698,,10618607852.00,10616892601.00
sz.000709,2022-04-22,2021-12-31,0.049371,0.020044,0.109757,2999171031.710000,0.253152,140881507048.320000,10618607852.00,10616892601.00
sz.000709,2022-04-22,2022-03-31,0.006086,0.011739,0.102543,365128092.680000,0.237158,,10618607852.00,10616892601.00
sz.000709,2022-08-26,2022-06-30,0.019082,0.015017,0.092313,1081147335.170000,0.201607,69403954620.670000,10618607852.00,10616892601.00
sz.000709,2022-10-26,2022-09-30,0.022410,0.011832,0.083999,1301855563.580000,0.139569,,10618607852.00,10616892601.00
sz.000709,2023-04-28,2022-12-31,0.026328,0.011012,0.092955,1579846258.840000,0.134955,143470125695.330000,10337121092.00,10335407172.00
sz.000709,2023-04-28,2023-03-31,0.004628,0.009357,0.099588,298022212.360000,0.129454,,10337121092.00,10335407172.00
sz.000709,2023-08-31,2023-06-30,0.009147,0.009629,0.089816,619681030.430000,0.090162,64354162440.740000,10337121092.00,10335412323.00
sz.000709,2023-10-31,2023-09-30,0.014258,0.009992,0.091117,955776845.500000,0.100348,,10337121092.00,10335412323.00
sz.000717,2018-04-20,2018-03-31,0.252281,0.140568,0.162961,858313974.470000,1.325344,,2419524410.00,2419516835.00
sz.000717,2018-08-28,2018-06-30,0.459065,0.144936,0.191839,1756753308.910000,1.489770,12120878046.520000,2419524410.00,2419516835.00
sz.000717,2018-10-30,2018-09-30,0.637184,0.142335,0.196013,2757075085.500000,1.439768,,2419524410.00,2419516835.00
sz.000717,2019-03-29,2018-12-31,0.722712,0.121953,0.176800,3306440950.650000,1.366566,27112484024.500000,2419524410.00,2419524410.00
sz.000717,2019-04-30,2019-03-31,0.063553,0.060970,0.103127,405450669.650000,1.183042,,2419524410.00,2419524410.00
sz.000717,2019-08-20,2019-06-30,0.150751,0.073046,0.108801,1007186502.410000,1.056767,13788449494.760000,2419524410.00,2419524410.00
sz.000717,2019-10-31,2019-09-30,0.189003,0.059556,0.096206,1289419773.150000,0.759978,,2419524410.00,2419524410.00
sz.000717,2020-03-31,2019-12-31,0.257264,0.062572,0.121240,1823535650.260000,0.753675,29143183753.100000,2419524410.00,2419524410.00
sz.000717,2020-04-30,2020-03-31,0.045384,0.059223,0.118208,371533958.800000,0.739657,,2419524410.00,2419524410.00
sz.000717,2020-08-28,2020-06-30,0.100006,0.056584,0.109061,823273186.560000,0.677663,14549574955.880000,2419524410.00,2419524410.00
sz.000717,2020-10-30,2020-09-30,0.143808,0.053895,0.113474,1212058331.510000,0.721701,,2419524410.00,2419524410.00
sz.000717,2021-04-28,2020-12-31,0.212594,0.058981,0.121849,1861191024.650000,0.769238,31555537746.230000,2419524410.00,2419524410.00
sz.000717,2021-04-29,2021-03-31,0.042791,0.052757,0.099780,415935553.950000,0.787550,,2419524410.00,2419524410.00
sz.000717,2021-08-26,2021-06-30,0.127142,0.060415,0.103294,1258881869.890000,0.933389,20837210945.510000,2419524410.00,2419524410.00
sz.000717,2021-10-29,2021-09-30,0.164170,0.049500,0.091909,1658602847.740000,0.937929,,2419524410.00,2419524410.00
sz.000717,2022-04-28,2021-12-31,0.187842,0.042260,0.093434,1922068202.630000,0.794399,45482381970.440000,2419524410.00,2419524410.00
sz.000717,2022-04-29,2022-03-31,0.009806,0.015546,0.066078,108008485.470000,0.667132,,2419524410.00,2419524410.00
sz.000717,2022-08-31,2022-06-30,0.019763,0.011991,0.057460,213977282.680000,0.361907,17844115304.630000,2423726090.00,2423404340.00
sz.000717,2022-10-27,2022-09-30,-0.064519,-0.024516,0.019552,-670017951.920000,-0.167731,,2423843190.00,2423521440.00
sz.000717,2023-04-28,2022-12-31,-0.128836,-0.033017,0.000403,-1297686883.020000,-0.535384,39303743291.080000,2423843190.00,2423521440.00
sz.000717,2023-04-29,2023-03-31,0.000648,0.000657,0.027318,5962174.390000,-0.578836,,2423843190.00,2423521440.00
sz.000717,2023-08-23,2023-06-30,0.000343,0.000160,0.026353,3140940.490000,-0.624927,19598809038.300000,2423845590.00,2423560965.00
sz.000717,2023-10-30,2023-09-30,-0.011523,-0.003528,0.024923,-104881627.470000,-0.306462,,2423845590.00,2423560965.00
sz.000761,2018-04-20,2018-03-31,0.021278,0.030158,0.074437,351081851.230000,0.425272,,3875371532.00,2736000000.00
sz.000761,2018-08-28,2018-06-30,0.045630,0.032335,0.112496,757973791.350000,0.473097,23441247377.140000,3875371532.00,2736000000.00
sz.000761,2018-10-30,2018-09-30,0.049639,0.022463,0.112732,825635406.500000,0.281520,,3875371532.00,2736000000.00
sz.000761,2019-04-19,2018-12-31,0.061988,0.020648,0.098405,1036178058.360000,0.267456,50181869721.540000,3875371532.00,2736000000.00
sz.000761,2019-04-19,2019-03-31,0.014098,0.023061,0.057730,271222333.840000,0.247065,,3875371532.00,2736000000.00
sz.000761,2019-08-29,2019-06-30,0.023524,0.018792,0.084430,452934689.030000,0.189079,22581458005.550000,3875371532.00,3475371532.00
sz.000761,2019-10-29,2019-09-30,0.025278,0.012645,0.071023,487376477.610000,0.180305,,3875371532.00,3475371532.00
sz.000761,2020-04-24,2019-12-31,0.028780,0.010558,0.066929,556860488.980000,0.143379,52741353582.280000,3875371532.00,3475371532.00
sz.000761,2020-04-24,2020-03-31,0.009091,0.015256,0.082607,178926211.520000,0.119224,,3875371532.00,3475371532.00
sz.000761,2020-08-25,2020-06-30,0.012975,0.011558,0.078626,256406850.340000,0.092141,22184537260.050000,3875371532.00,3475371532.00
sz.000761,2020-10-30,2020-09-30,0.014024,0.008268,0.064329,288167458.740000,0.090757,,3875371532.00,3475371532.00
sz.000761,2021-04-28,2020-12-31,0.018973,0.008041,0.047091,391479566.230000,0.099152,48684792685.580000,3875371532.00,3475371532.00
sz.000761,2021-04-28,2021-03-31,0.032135,0.045427,0.091880,692863061.660000,0.230360,,3875898553.00,3475898553.00
sz.000761,2021-08-26,2021-06-30,0.099799,0.057613,0.103537,2223166287.430000,0.601897,38588128212.140000,3885060605.00,3485060605.00
sz.000761,2021-10-23,2021-09-30,0.168569,0.061959,0.109654,3805998903.660000,0.944027,,4108157357.00,3708157357.00
sz.000761,2022-03-26,2021-12-31,0.114918,0.032519,0.077274,2533635498.630000,0.608682,77912144981.460000,4108191379.00,3708191379.00
sz.000761,2022-04-27,2022-03-31,0.019093,0.026573,0.058194,441678034.130000,0.547179,,4108206077.00,3708206077.00
sz.000761,2022-08-19,2022-06-30,0.026048,0.016563,0.046771,579963876.240000,0.207760,35015177304.980000,4108209106.00,3708209106.00
sz.000761,2022-10-28,2022-09-30,-0.012188,-0.005023,0.022006,-240290731.250000,-0.373596,,4108211458.00,3708211458.00
sz.000761,2023-03-30,2022-12-31,-0.059723,-0.019261,0.005706,-1206051719.860000,-0.300125,62616621627.600000,4108212217.00,3708212217.00
sz.000761,2023-04-28,2023-03-31,0.002526,0.003428,0.029640,54112760.240000,-0.394184,,4108213229.00,3708213229.00
sz.000761,2023-08-31,2023-06-30,-0.054915,-0.032172,-0.004817,-983416724.550000,-0.681478,30567409205.030000,4108214747.00,3708214747.00
sz.000761,2023-10-31,2023-09-30,-0.068503,-0.027889,-0.005905,-1213226403.480000,-0.540592,,4108217784.00,3708217784.00
sz.000778,2018-04-27,2018-03-31,0.019127,0.040041,0.142087,378213771.710000,0.310717,,3990880176.00,3643005296.00
sz.000778,2018-08-21,2018-06-30,0.056808,0.057212,0.162107,1151562545.900000,0.432539,19791660535.590000,3990880176.00,3921049522.00
sz.000778,2018-10-30,2018-09-30,0.090636,0.059099,0.173135,1874165647.880000,0.525066,,3990880176.00,3921049522.00
sz.000778,2019-04-02,2018-12-31,0.104651,0.050165,0.179023,2034031318.900000,0.526534,40547120305.780000,3990880176.00,3921069772.00
sz.000778,2019-04-30,2019-03-31,0.015312,0.038575,0.117691,407776038.000000,0.511590,,3990880176.00,3921069772.00
sz.000778,2019-08-27,2019-06-30,0.039010,0.044897,0.128615,954406426.950000,0.447510,21029166649.820000,3990880176.00,3921069772.00
sz.000778,2019-10-29,2019-09-30,0.062817,0.045724,0.124161,1467335864.220000,0.400131,,3990880176.00,3921069772.00
sz.000778,2020-04-24,2019-12-31,0.071801,0.038790,0.140282,1586117867.490000,0.375127,40889707108.270000,3990880176.00,3920993421.00
sz.000778,2020-04-29,2020-03-31,0.016810,0.044503,0.153676,364559441.840000,0.385225,,3990880176.00,3884898952.00
sz.000778,2020-08-25,2020-06-30,0.040360,0.046237,0.138416,915889883.550000,0.388033,19808703556.210000,3990880176.00,3884910628.00
sz.000778,2020-10-27,2020-09-30,0.067006,0.048942,0.138928,1542741614.930000,0.409665,,3990880176.00,3884910628.00
sz.000778,2021-04-13,2020-12-31,0.083721,0.045711,0.129972,1963774193.160000,0.454137,42960921062.410000,3990880176.00,3884900959.00
sz.000778,2021-04-30,2021-03-31,0.019403,0.040679,0.094220,539566123.040000,0.472584,,3990880176.00,3884895803.00
sz.000778,2021-08-24,2021-06-30,0.059242,0.053343,0.113918,1526757901.310000,0.569780,28621262554.810000,3990880176.00,3885142256.00
sz.000778,2021-10-26,2021-09-30,0.084028,0.049006,0.106709,2060550172.350000,0.571947,,3990880176.00,3885142256.00
sz.000778,2022-04-19,2021-12-31,0.087916,0.040900,0.101708,2180019138.300000,0.502821,53301106059.490000,3990880176.00,3885106450.00
sz.000778,2022-04-27,2022-03-31,0.023884,0.049305,0.102259,640752950.030000,0.536880,,3990880176.00,3896293195.00
sz.000778,2022-08-23,2022-06-30,0.044728,0.045836,0.082378,1235778046.700000,0.435819,26961030484.600000,3990058776.00,3896214354.00
sz.000778,2022-10-25,2022-09-30,0.057506,0.040844,0.078530,1571591245.910000,0.368473,,3990058776.00,3896212554.00
sz.000778,2023-04-11,2022-12-31,0.069587,0.040165,0.073105,1918286937.920000,0.420026,47760058256.980000,3990058776.00,3896114267.00
sz.000778,2023-04-27,2023-03-31,0.013732,0.030295,0.052504,359020096.410000,0.362976,,3990058776.00,3896114267.00
sz.000778,2023-08-22,2023-06-30,0.033801,0.036078,0.057288,884674092.490000,0.363493,24521028418.820000,3990058776.00,3896257692.00
sz.000778,2023-10-24,2023-09-30,0.043693,0.031791,0.059798,1154706579.510000,0.347654,,3990058776.00,3896257692.00
sz.000825,2018-04-20,2018-03-31,0.052866,0.079342,0.164968,1436661989.520000,1.010981,,5696247796.00,2079562006.00
sz.000825,2018-08-31,2018-06-30,0.102697,0.076163,0.170529,2800535476.530000,1.179320,36770246428.020000,5696247796.00,5696074051.00
sz.000825,2018-10-31,2018-09-30,0.143802,0.072872,0.165228,4012776494.600000,1.145484,,5696247796.00,5696074051.00
sz.000825,2019-04-26,2018-12-31,0.173529,0.067306,0.160523,4909721020.550000,0.873780,72946105508.500000,5696247796.00,5696074051.00
sz.000825,2019-04-26,2019-03-31,0.011258,0.019473,0.089595,332540072.960000,0.677847,,5696247796.00,5696074051.00
sz.000825,2019-08-31,2019-06-30,0.037911,0.032991,0.120628,1145007290.880000,0.580557,34706429773.480000,5696247796.00,5696058301.00
sz.000825,2019-10-19,2019-09-30,0.059421,0.033880,0.118603,1806446839.450000,0.485027,,5696247796.00,5696058301.00
sz.000825,2020-04-25,2019-12-31,0.067904,0.029308,0.119983,2063845899.030000,0.371975,70419388610.830000,5696247796.00,5696074051.00
sz.000825,2020-04-25,2020-03-31,0.004668,0.008580,0.083332,133724965.360000,0.337693,,5696247796.00,5696074051.00
sz.000825,2020-08-22,2020-06-30,0.018471,0.017418,0.103172,572600284.990000,0.270945,32873577850.360000,5696247796.00,5696176066.00
sz.000825,2020-10-30,2020-09-30,0.033365,0.021845,0.108525,1054024249.440000,0.235749,,5696247796.00,5696176066.00
sz.000825,2021-04-24,2020-12-31,0.053509,0.025354,0.112973,1709372268.840000,0.304623,67419390555.560000,5696247796.00,5661078984.00
sz.000825,2021-04-24,2021-03-31,0.055054,0.087550,0.159544,1863196692.150000,0.605798,,5696247796.00,5661078984.00
sz.000825,2021-08-21,2021-06-30,0.135765,0.100020,0.184486,4732366360.730000,1.032283,47314136192.600000,5696247796.00,5696176066.00
sz.000825,2021-10-30,2021-09-30,0.189076,0.091050,0.170519,6796988342.850000,1.309916,,5696247796.00,5696176066.00
sz.000825,2022-04-23,2021-12-31,0.185625,0.061598,0.133640,6248306966.820000,1.107710,101437349754.320000,5696247796.00,5696176066.00
sz.000825,2022-04-23,2022-03-31,0.035623,0.054969,0.104613,1275504515.150000,1.003597,,5696247796.00,5696176066.00
sz.000825,2022-08-20,2022-06-30,0.056033,0.040067,0.095052,2017434280.820000,0.625674,50351470458.390000,5732777796.00,5696152156.00
sz.000825,2022-10-27,2022-09-30,0.028628,0.013746,0.065502,1013242058.940000,0.091741,,5732777796.00,5696152156.00
sz.000825,2023-04-22,2022-12-31,0.004393,0.001486,0.030441,145130988.590000,0.026789,97654377023.430000,5731717796.00,5696176066.00
sz.000825,2023-04-22,2023-03-31,-0.017140,-0.025336,-0.011807,-656367156.000000,-0.298417,,5730847796.00,5696176066.00
sz.000825,2023-08-25,2023-06-30,-0.014360,-0.011339,0.009001,-608475065.370000,-0.410754,53660612954.300000,5730847796.00,5696247796.00
sz.000825,2023-10-31,2023-09-30,-0.008561,-0.005190,0.015382,-417183696.370000,-0.202081,,5718518596.00,5696247796.00
sz.000898,2018-04-19,2018-03-31,0.031316,0.073816,0.168596,1588000000.000000,0.846740,,7234807847.00,6148992110.00
sz.000898,2018-08-28,2018-06-30,0.068860,0.074506,0.166780,3493000000.000000,1.006385,46784000000.000000,7234807847.00,6148994610.00
sz.000898,2018-10-30,2018-09-30,0.135951,0.088070,0.178415,6853000000.000000,1.197959,,7234807847.00,6148994610.00
sz.000898,2019-03-19,2018-12-31,0.156021,0.075620,0.161958,7952000000.000000,1.099131,104849000000.000000,7234807847.00,6148992110.00
sz.000898,2019-04-30,2019-03-31,0.007991,0.016964,0.081961,415000000.000000,0.892491,,7234807847.00,6148992110.00
sz.000898,2019-08-31,2019-06-30,0.027478,0.027881,0.100090,1424000000.000000,0.524813,50808000000.000000,9405250201.00,7993692993.00
sz.000898,2019-10-30,2019-09-30,0.033107,0.022158,0.090270,1720000000.000000,0.299726,,9405250201.00,7993692993.00
sz.000898,2020-03-28,2019-12-31,0.034352,0.016669,0.083391,1760000000.000000,0.190000,105096000000.000000,9405250201.00,7993702743.00
sz.000898,2020-04-29,2020-03-31,0.005590,0.014309,0.097114,291000000.000000,0.176710,,9405250201.00,7993702743.00
sz.000898,2020-08-29,2020-06-30,0.009600,0.011265,0.087525,503000000.000000,0.091651,44482000000.000000,9405250201.00,7993702742.00
sz.000898,2020-10-24,2020-09-30,0.025237,0.018758,0.090866,1335000000.000000,0.147790,,9405250201.00,7993702742.00
sz.000898,2021-03-31,2020-12-31,0.037518,0.019781,0.092148,1996000000.000000,0.210308,100403000000.000000,9405250201.00,7941252719.00
sz.000898,2021-04-30,2021-03-31,0.028073,0.047964,0.117103,1529000000.000000,0.340873,,9405250201.00,7941252719.00
sz.000898,2021-08-28,2021-06-30,0.093232,0.071674,0.120246,5200000000.000000,0.708221,72269000000.000000,9405250201.00,7941252719.00
sz.000898,2021-10-30,2021-09-30,0.131926,0.069221,0.115352,7513000000.000000,0.865687,,9405250201.00,7941252719.00
sz.000898,2022-03-31,2021-12-31,0.122533,0.050917,0.096873,6959000000.000000,0.736291,136023000000.000000,9405250201.00,7941252719.00
sz.000898,2022-04-28,2022-03-31,0.024545,0.042603,0.072551,1488000000.000000,0.734551,,9403020451.00,7941252719.00
sz.000898,2022-08-27,2022-06-30,0.028747,0.024625,0.052366,1731000000.000000,0.364883,70105000000.000000,9403020451.00,7941252719.00
sz.000898,2022-10-29,2022-09-30,0.003275,0.002122,0.024601,214000000.000000,-0.044560,,9403020451.00,7941252719.00
sz.000898,2023-03-31,2022-12-31,0.002648,0.001419,0.023270,186000000.000000,0.016590,131072000000.000000,9403020451.00,7941252719.00
sz.000898,2023-04-28,2023-03-31,-0.002565,-0.004701,0.017313,-145000000.000000,-0.156899,,9400979520.00,7941252719.00
sz.000898,2023-08-31,2023-06-30,-0.023416,-0.022694,-0.002397,-1335000000.000000,-0.309117,58825000000.000000,9400979520.00,7956031769.00
sz.000898,2023-10-31,2023-09-30,-0.037047,-0.024843,-0.002930,-2094000000.000000,-0.228950,,9399442527.00,7956031769.00
sz.000932,2018-04-28,2018-03-31,0.138051,0.094862,0.162349,1895634328.600000,1.773183,,3015650025.00,3015350306.00
sz.000932,2018-08-25,2018-06-30,0.284943,0.097994,0.168435,4260839463.140000,2.189661,43480663128.730000,3015650025.00,3015319656.00
sz.000932,2018-10-31,2018-09-30,0.422372,0.099902,0.177816,6857556361.750000,2.329754,,3015650025.00,3015319656.00
sz.000932,2019-03-28,2018-12-31,0.486364,0.094361,0.174309,8603724800.770000,2.248282,86423382889.970000,3015650025.00,3015332331.00
sz.000932,2019-04-29,2019-03-31,0.060435,0.066113,0.128246,1566766825.580000,2.101888,,3015650025.00,3015332331.00
sz.000932,2019-08-17,2019-06-30,0.119937,0.068398,0.136491,3306139228.170000,1.321357,48336506214.100000,4221910035.00,4221497778.00
sz.000932,2019-10-31,2019-09-30,0.177095,0.063090,0.133028,5162061148.230000,1.014871,,4221910035.00,4221497778.00
sz.000932,2020-03-19,2019-12-31,0.191963,0.062098,0.135174,6651677376.760000,0.716487,101860615965.130000,6129077211.00,4221730353.00
sz.000932,2020-04-29,2020-03-31,0.039385,0.052866,0.157380,1248031231.270000,0.707726,,6129077211.00,4221730353.00
sz.000932,2020-08-27,2020-06-30,0.104337,0.063064,0.171557,3283295289.180000,0.810052,49181195476.080000,6129077211.00,4221730354.00
sz.000932,2020-10-31,2020-09-30,0.161865,0.063093,0.156597,5232262834.640000,0.810052,,6129077211.00,4221730354.00
sz.000932,2021-03-31,2020-12-31,0.206614,0.059894,0.142866,6964279479.080000,1.043413,110493674400.730000,6129077211.00,4221730354.00
sz.000932,2021-04-29,2021-03-31,0.059174,0.056724,0.120958,2189311864.540000,1.193426,,6129077211.00,4938388153.00
sz.000932,2021-08-28,2021-06-30,0.151431,0.070152,0.134108,5952163159.980000,1.358193,80189741008.110000,6587051181.00,5396362123.00
sz.000932,2021-10-26,2021-09-30,0.201123,0.061291,0.124288,8287938868.990000,1.349269,,6908632499.00,5717943441.00
sz.000932,2022-04-30,2021-12-31,0.244767,0.061152,0.128542,10467702743.740000,1.401117,161810182374.210000,6908632499.00,5717943441.00
sz.000932,2022-04-30,2022-03-31,0.045423,0.056469,0.118012,2313168412.670000,1.409487,,6908632499.00,5717943441.00
sz.000932,2022-08-25,2022-06-30,0.082314,0.049837,0.113014,4202409456.860000,1.147319,79659487372.720000,6908632499.00,5717912186.00
sz.000932,2022-10-29,2022-09-30,0.109020,0.047148,0.107857,5864790838.870000,1.020015,,6908632499.00,5717912186.00
sz.000932,2023-03-24,2022-12-31,0.133794,0.045657,0.103232,7674822355.460000,0.923273,168098510170.450000,6908632499.00,5718037206.00
sz.000932,2023-04-29,2023-03-31,0.013700,0.024715,0.074197,982726585.370000,0.717305,,6908632499.00,5718037206.00
sz.000932,2023-08-24,2023-06-30,0.050996,0.040489,0.093008,3209664649.950000,0.741910,79271875781.610000,6908632499.00,5718008567.00
sz.000932,2023-10-31,2023-09-30,0.080292,0.043497,0.098571,5212768711.690000,0.774759,,6908632499.00,6908546583.00
sz.000959,2018-04-13,2018-03-31,0.018842,0.044290,0.133738,647180817.030000,0.419443,,5289389600.00,2966526057.00
sz.000959,2018-08-17,2018-06-30,0.053727,0.059167,0.141612,1865910708.290000,0.507855,30204044705.320000,5289389600.00,2966526057.00
sz.000959,2018-10-18,2018-09-30,0.081564,0.060076,0.141373,2911042050.340000,0.489480,,5289389600.00,2966526057.00
sz.000959,2019-04-26,2018-12-31,0.092867,0.050647,0.129719,3331381051.260000,0.454448,63081129866.220000,5289389600.00,2966526057.00
sz.000959,2019-04-26,2019-03-31,0.010675,0.024851,0.109484,382389835.090000,0.410901,,5289389600.00,2966526057.00
sz.000959,2019-07-25,2019-06-30,0.038527,0.040055,0.116291,1313162392.650000,0.374562,31436526640.110000,5289389600.00,2966526057.00
sz.000959,2019-10-29,2019-09-30,0.047178,0.033057,0.107226,1662403085.800000,0.283458,,5289389600.00,2966522430.00
sz.000959,2020-04-24,2019-12-31,0.047771,0.025366,0.101534,1754066616.720000,0.236520,69151432692.450000,5289389600.00,5057103246.00
sz.000959,2020-04-24,2020-03-31,0.007343,0.015785,0.092510,270725790.990000,0.222254,,5289389600.00,5057103246.00
sz.000959,2020-08-29,2020-06-30,0.019206,0.019329,0.098253,651147471.890000,0.159410,33686829620.220000,5289389600.00,5057103246.00
sz.000959,2020-10-22,2020-09-30,0.042400,0.027981,0.106301,1530150375.620000,0.242666,,5289389600.00,5057103246.00
sz.000959,2021-04-29,2020-12-31,0.063815,0.030158,0.086033,2411142805.470000,0.337743,79951181948.100000,5289389600.00,5057103246.00
sz.000959,2021-04-29,2021-03-31,0.035409,0.047456,0.102491,1389195324.440000,0.497691,,5289389600.00,5057103246.00
sz.000959,2021-08-20,2021-06-30,0.101360,0.065736,0.120081,4166234811.320000,0.719877,63377879373.270000,6524288585.00,5057103246.00
sz.000959,2021-10-30,2021-09-30,0.166100,0.069170,0.122369,6888617766.900000,0.964328,,6685423610.00,5057103246.00
sz.000959,2022-04-29,2021-12-31,0.198181,0.062122,0.115316,8326531086.580000,1.039111,134034486136.130000,6750325410.00,5057103246.00
sz.000959,2022-04-29,2022-03-31,0.024884,0.038394,0.084014,1222508327.040000,1.040630,,6750325410.00,5218238271.00
sz.000959,2022-08-24,2022-06-30,0.038589,0.031446,0.075873,2007225875.590000,0.683145,61279144982.670000,7819869170.00,5959178950.00
sz.000959,2022-10-28,2022-09-30,0.039256,0.022787,0.068161,2089153972.260000,0.380704,,7819869170.00,5959178950.00
sz.000959,2023-04-21,2022-12-31,0.025052,0.012776,0.059882,1509415399.520000,0.143806,118142183549.470000,7819869170.00,6013305341.00
sz.000959,2023-04-21,2023-03-31,-0.001213,-0.001746,0.043733,-50144036.460000,-0.000221,,7819869170.00,6013305341.00
sz.000959,2023-08-12,2023-06-30,0.008456,0.008243,0.053130,472873050.980000,-0.033301,57368096029.370000,7819869170.00,6013305341.00
sz.000959,2023-10-27,2023-09-30,0.019454,0.012119,0.056832,1030313132.560000,0.031820,,7819869170.00,6013305341.00
sz.002075,2018-04-24,2018-03-31,0.072443,0.156584,0.226838,528615981.050000,0.386465,,2206771772.00,2206770722.00
sz.002075,2018-08-08,2018-06-30,0.174881,0.172397,0.237211,1247288587.910000,0.526949,6936422861.180000,2206771772.00,2206770722.00
sz.002075,2018-10-18,2018-09-30,0.258690,0.174753,0.243431,1925702828.180000,0.601956,,2206771772.00,2206770722.00
sz.002075,2019-03-05,2018-12-31,0.299927,0.154245,0.224148,2269322243.790000,0.533375,12971320312.250000,2206771772.00,2206770722.00
sz.002075,2019-04-24,2019-03-31,0.022168,0.067759,0.108567,196820636.330000,0.463425,,2206771772.00,2206770722.00
sz.002075,2019-08-16,2019-06-30,0.061996,0.091706,0.137017,571765377.770000,0.369262,5541799752.320000,2206771772.00,2206770722.00
sz.002075,2019-10-24,2019-09-30,0.079927,0.070495,0.104478,699965466.350000,0.250986,,2206771772.00,2206770722.00
sz.002075,2020-03-31,2019-12-31,0.112179,0.071249,0.103297,960052557.080000,0.239655,12202350503.390000,2206771772.00,2206770722.00
sz.002075,2020-04-25,2020-03-31,0.019589,0.066573,0.105872,182960637.040000,0.238752,,2206771772.00,2206770722.00
sz.002075,2020-08-22,2020-06-30,0.050917,0.071894,0.111553,465682852.900000,0.224870,6025344968.960000,2206771772.00,2206770272.00
sz.002075,2020-10-26,2020-09-30,0.086773,0.077608,0.120673,806345533.230000,0.268120,,2206771772.00,2206770272.00
sz.002075,2021-03-25,2020-12-31,0.127431,0.084107,0.130404,1213429404.300000,0.294331,13377755534.080000,2206771772.00,2206771772.00
sz.002075,2021-04-27,2021-03-31,0.042132,0.104802,0.159900,429286271.590000,0.351727,,2206771772.00,2206771772.00
sz.002075,2021-08-10,2021-06-30,0.101307,0.114666,0.168981,1064444743.630000,0.427467,8628530799.520000,2206771772.00,2206771772.00
sz.002075,2021-10-23,2021-09-30,0.149406,0.112664,0.164957,1584574587.560000,0.472457,,2206771772.00,2206771772.00
sz.002075,2022-04-09,2021-12-31,0.195903,0.114217,0.178582,2111565083.370000,0.504045,17366793168.640000,2206771772.00,2206771772.00
sz.002075,2022-04-27,2022-03-31,0.031648,0.078383,0.126159,363564891.990000,0.491438,,2206771772.00,2206771772.00
sz.002075,2022-08-20,2022-06-30,0.057996,0.066373,0.116934,642992036.560000,0.420134,8689399982.310000,2206771772.00,2206768247.00
sz.002075,2022-10-26,2022-09-30,0.068056,0.052286,0.099087,727522037.280000,0.322565,,2206771772.00,2206768247.00
sz.002075,2023-04-24,2022-12-31,0.072292,0.044123,0.085922,801852931.750000,0.205324,16108159391.350000,2206771772.00,2206768247.00
sz.002075,2023-04-24,2023-03-31,0.008005,0.021219,0.051765,82420982.770000,0.139335,,2206771772.00,2206768247.00
sz.002075,2023-08-24,2023-06-30,0.016626,0.022220,0.063033,168844638.080000,0.090034,6774809098.690000,2206771772.00,2206768247.00
sz.002075,2023-10-28,2023-09-30,0.025716,0.022935,0.062391,260199168.430000,0.087912,,2193825445.00,2193821920.00
sz.002110,2018-04-28,2018-03-31,0.084022,0.158865,0.228173,965726930.220000,3.310835,,1373614962.00,990619800.00
sz.002110,2018-08-30,2018-06-30,0.247641,0.184045,0.265447,3238291395.640000,3.581462,17185207769.540000,1634384159.00,622269798.00
sz.002110,2018-10-26,2018-09-30,0.369132,0.193314,0.277618,5185753191.570000,3.624721,,1634384159.00,622269798.00
sz.002110,2019-03-30,2018-12-31,0.443545,0.179794,0.286670,6517221171.830000,3.981247,35564496841.300000,1634384159.00,622277048.00
sz.002110,2019-04-27,2019-03-31,0.051124,0.115506,0.201293,964140427.330000,3.691163,,1634384159.00,622277048.00
sz.002110,2019-08-28,2019-06-30,0.122199,0.115089,0.192430,2177469760.850000,2.221464,18338198996.100000,2451576238.00,933415572.00
sz.002110,2019-10-23,2019-09-30,0.156063,0.089007,0.153878,2832178712.660000,1.693949,,2451576238.00,2203583557.00
sz.002110,2020-04-16,2019-12-31,0.198242,0.080978,0.145252,3685408561.090000,1.498293,43640714007.190000,2451576238.00,2203583557.00
sz.002110,2020-04-25,2020-03-31,0.026539,0.047386,0.106752,504813514.500000,1.311497,,2451576238.00,2203583557.00
sz.002110,2020-08-28,2020-06-30,0.062122,0.051431,0.110119,1177865230.950000,0.933717,20488836546.160000,2451576238.00,2203583557.00
sz.002110,2020-10-24,2020-09-30,0.102410,0.056199,0.119070,1977893577.900000,0.942080,,2451576238.00,2203583557.00
sz.002110,2021-04-23,2020-12-31,0.130766,0.052736,0.116930,2564864960.580000,1.042523,44630514908.710000,2451576238.00,2203583557.00
sz.002110,2021-04-29,2021-03-31,0.044389,0.063835,0.119422,927064104.140000,1.186552,,2451576238.00,2203583557.00
sz.002110,2021-08-18,2021-06-30,0.128913,0.088117,0.152145,2738842219.880000,1.676362,29313893742.340000,2451576238.00,2203583557.00
sz.002110,2021-10-28,2021-09-30,0.156335,0.069307,0.127281,3372197569.960000,1.607273,,2451576238.00,2451576238.00
sz.002110,2022-04-27,2021-12-31,0.182795,0.063706,0.122986,3997728103.480000,1.623087,58808538413.430000,2451576238.00,2451576238.00
