code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.002110,2022-04-28,2022-03-31,0.022705,0.041682,0.100128,535254377.480000,1.463359,,2451576238.00,2451576238.00
sz.002110,2022-08-19,2022-06-30,0.020386,0.017394,0.074257,463410317.450000,0.696148,26641281708.240000,2451576238.00,2451576238.00
sz.002110,2022-10-28,2022-09-30,0.003368,0.002105,0.047242,84069003.110000,0.283650,,2451576238.00,2451576238.00
sz.002110,2023-04-28,2022-12-31,0.006240,0.002904,0.055345,150025073.470000,0.056587,51657970223.670000,2451576238.00,2451576238.00
sz.002110,2023-04-28,2023-03-31,-0.003125,-0.005434,0.053261,-65046750.410000,-0.187595,,2451576238.00,2451576238.00
sz.002110,2023-08-25,2023-06-30,-0.008190,-0.007258,0.051033,-168886844.320000,-0.200352,21835222506.940000,2451576238.00,2451576238.00
sz.002110,2023-10-27,2023-09-30,-0.028274,-0.017034,0.063001,-585416375.420000,-0.215240,,2451576238.00,2451576238.00
sz.002318,2018-04-24,2018-03-31,0.016503,0.055303,0.231115,49374568.890000,0.187437,,841505932.00,814390184.00
sz.002318,2018-08-14,2018-06-30,0.045647,0.068860,0.224500,134208098.470000,0.237078,1853080926.580000,841518300.00,820770020.00
sz.002318,2018-10-23,2018-09-30,0.073273,0.071604,0.229330,213745832.320000,0.286850,,841520060.00,820771780.00
sz.002318,2019-03-19,2018-12-31,0.100054,0.075845,0.250620,308161974.030000,0.360819,4063057117.640000,841520326.00,820772046.00
sz.002318,2019-04-29,2019-03-31,0.022374,0.069762,0.231682,70539546.720000,0.388812,,841528288.00,817738233.00
sz.002318,2019-08-27,2019-06-30,0.066938,0.102141,0.263117,214377122.530000,0.454147,2098838021.970000,841533187.00,817743132.00
sz.002318,2019-10-30,2019-09-30,0.119728,0.119692,0.280676,392663460.860000,0.565579,,841533475.00,817743420.00
sz.002318,2020-03-31,2019-12-31,0.151707,0.114360,0.274434,507397477.090000,0.594198,4436860898.950000,841537803.00,817747748.00
sz.002318,2020-04-24,2020-03-31,0.022990,0.097560,0.257175,78942227.070000,0.603431,,841540639.00,817744484.00
sz.002318,2020-08-25,2020-06-30,0.074125,0.117793,0.271838,255198691.190000,0.644837,2166504242.470000,841540765.00,818027235.00
sz.002318,2020-10-27,2020-09-30,0.153889,0.153937,0.290836,551450519.260000,0.785816,,841542441.00,818028911.00
sz.002318,2021-04-27,2020-12-31,0.187602,0.156525,0.292143,775619450.570000,0.799882,4955246676.680000,964548767.00,940881787.00
sz.002318,2021-04-27,2021-03-31,0.029531,0.111096,0.246249,143216344.430000,0.853627,,977170720.00,953503740.00
sz.002318,2021-08-03,2021-06-30,0.079328,0.128047,0.252498,379069938.240000,0.915391,2960403765.810000,977170720.00,953348140.00
sz.002318,2021-10-30,2021-09-30,0.126046,0.137634,0.257855,618388496.480000,0.854171,,977170720.00,953348140.00
sz.002318,2022-04-26,2021-12-31,0.160395,0.134258,0.249268,802036199.190000,0.812629,5973833592.730000,977170720.00,953503740.00
sz.002318,2022-04-26,2022-03-31,0.037355,0.147166,0.236422,194113139.200000,0.865682,,977170720.00,953503740.00
sz.002318,2022-08-09,2022-06-30,0.098120,0.169769,0.244271,506804387.220000,0.945176,2985251013.750000,977170720.00,953818553.00
sz.002318,2022-10-24,2022-09-30,0.161032,0.185076,0.246794,880697399.830000,1.084027,,977170720.00,953818553.00
sz.002318,2023-03-21,2022-12-31,0.227642,0.198506,0.252825,1297698099.950000,1.317932,6537322312.470000,977170720.00,953818553.00
sz.002318,2023-04-25,2023-03-31,0.036707,0.139640,0.236762,234402769.460000,1.357636,,977170720.00,953818553.00
sz.002318,2023-08-29,2023-06-30,0.111837,0.189501,0.229209,713329742.500000,1.528908,3764251918.530000,977170720.00,954867747.00
sz.002318,2023-10-31,2023-09-30,0.168602,0.180025,0.247746,1107882079.450000,1.553686,,977170720.00,954867747.00
sz.002443,2018-04-21,2018-03-31,0.004539,0.015020,0.104905,11322384.400000,0.318454,,520535520.00,503255398.00
sz.002443,2018-08-22,2018-06-30,0.030415,0.035895,0.125515,71084763.400000,0.364900,1891660306.340000,520535520.00,507476990.00
sz.002443,2018-10-25,2018-09-30,0.050780,0.036117,0.135152,121317882.240000,0.317821,,520535520.00,507476990.00
sz.002443,2019-04-25,2018-12-31,0.086901,0.042664,0.130154,205116984.420000,0.366950,4610472308.220000,520535520.00,507476990.00
sz.002443,2019-04-25,2019-03-31,0.018607,0.045404,0.129762,47620515.210000,0.430158,,520535520.00,507476990.00
sz.002443,2019-08-20,2019-06-30,0.041185,0.044265,0.144803,106844138.170000,0.423833,2292237211.900000,520535520.00,510693003.00
sz.002443,2019-10-24,2019-09-30,0.070091,0.048702,0.146140,177100702.740000,0.465646,,520535520.00,510693003.00
sz.002443,2020-04-25,2019-12-31,0.117074,0.058068,0.150762,293192422.330000,0.529257,5049096910.700000,520535520.00,510768232.00
sz.002443,2020-04-25,2020-03-31,0.017494,0.066715,0.141094,47994916.370000,0.530132,,520535520.00,510768232.00
sz.002443,2020-08-20,2020-06-30,0.140732,0.174314,0.168204,366084446.140000,1.032659,2100143155.420000,520535520.00,518674904.00
sz.002443,2020-10-23,2020-09-30,0.180994,0.140196,0.175734,485881543.160000,1.122659,,520535520.00,518674904.00
sz.002443,2021-04-23,2020-12-31,0.220174,0.119143,0.145947,608804199.740000,1.122088,5109865968.400000,520535520.00,518674904.00
sz.002443,2021-04-23,2021-03-31,0.026875,0.068095,0.121123,83046853.350000,1.189431,,520535520.00,518674904.00
sz.002443,2021-08-21,2021-06-30,0.067876,0.065555,0.131015,206721753.200000,0.810170,3153386320.860000,520535520.00,519129277.00
sz.002443,2021-10-23,2021-09-30,0.098386,0.060492,0.125025,305873633.320000,0.771321,,520535520.00,519129277.00
sz.002443,2022-04-23,2021-12-31,0.129882,0.058616,0.121487,412862483.340000,0.740683,7043486974.540000,520535520.00,519137715.00
sz.002443,2022-04-23,2022-03-31,0.015591,0.039562,0.108509,53902233.410000,0.683335,,520535520.00,519137715.00
sz.002443,2022-08-20,2022-06-30,0.041780,0.045794,0.115652,139249904.840000,0.609173,3040797309.560000,520535520.00,519144043.00
sz.002443,2022-10-22,2022-09-30,0.051309,0.038627,0.106264,175221845.540000,0.488962,,520535520.00,519144043.00
sz.002443,2023-04-22,2022-12-31,0.076336,0.043355,0.108590,263992897.350000,0.452231,6089034490.940000,520535520.00,519144043.00
sz.002443,2023-04-22,2023-03-31,0.020100,0.057407,0.122421,71377916.710000,0.480367,,520535520.00,519144043.00
sz.002443,2023-08-18,2023-06-30,0.043357,0.053958,0.122409,155359513.230000,0.471678,2879268502.090000,520535520.00,519425947.00
sz.002443,2023-10-24,2023-09-30,0.071228,0.059168,0.128753,257324421.000000,0.589808,,520535520.00,519425947.00
sz.002478,2018-04-25,2018-03-31,0.012668,0.049288,0.184579,54641437.820000,0.172123,,987393559.00,609493045.00
sz.002478,2018-08-24,2018-06-30,0.054714,0.090864,0.200328,226377568.310000,0.291701,2491400923.810000,987393559.00,614277315.00
sz.002478,2018-10-26,2018-09-30,0.097094,0.101596,0.214709,406539185.650000,0.421591,,987393559.00,609493045.00
sz.002478,2019-04-26,2018-12-31,0.124813,0.099102,0.219707,532785146.300000,0.500277,5376126917.420000,959992879.00,593609755.00
sz.002478,2019-04-26,2019-03-31,0.033822,0.112694,0.238770,148161023.710000,0.593592,,959992879.00,593609755.00
sz.002478,2019-08-29,2019-06-30,0.080649,0.131516,0.258086,362527463.470000,0.633373,2756522876.610000,959992879.00,596984755.00
sz.002478,2019-10-23,2019-09-30,0.122727,0.135743,0.256822,561976117.770000,0.650455,,959992879.00,596984755.00
sz.002478,2020-04-29,2019-12-31,0.142510,0.125929,0.257924,665548426.020000,0.626209,5285111388.120000,959992879.00,596834755.00
sz.002478,2020-04-29,2020-03-31,0.020961,0.106276,0.217810,96434191.670000,0.581973,,959992879.00,598709755.00
sz.002478,2020-08-27,2020-06-30,0.049238,0.119711,0.228446,232499458.380000,0.512014,1942169984.700000,959992879.00,598747255.00
sz.002478,2020-10-28,2020-09-30,0.061896,0.096794,0.210484,290432311.940000,0.384154,,959992879.00,598747255.00
sz.002478,2021-03-09,2020-12-31,0.027860,0.035061,0.177757,138205063.090000,0.128802,3941856261.220000,959992879.00,598125990.00
sz.002478,2021-04-28,2021-03-31,0.002900,0.017203,0.088093,15426896.480000,0.128802,,959992879.00,598154115.00
sz.002478,2021-08-20,2021-06-30,0.022680,0.052775,0.084563,103263671.010000,-0.003029,1956691351.050000,919830686.00,598238530.00
sz.002478,2021-10-28,2021-09-30,0.023348,0.037288,0.074124,109515447.110000,-0.060206,,919830686.00,587128530.00
sz.002478,2022-03-18,2021-12-31,0.031393,0.034623,0.085795,146332045.060000,0.147668,4226439754.360000,919830686.00,587128530.00
sz.002478,2022-04-22,2022-03-31,0.009131,0.039364,0.108445,42642954.680000,0.178548,,907053586.00,574351430.00
sz.002478,2022-08-18,2022-06-30,0.041832,0.069328,0.118879,190437793.450000,0.241034,2746891917.370000,902555586.00,581942529.00
sz.002478,2022-10-21,2022-09-30,0.079561,0.080404,0.131179,360938872.790000,0.426395,,894348407.00,592131576.00
sz.002478,2023-03-22,2022-12-31,0.106818,0.077784,0.149768,484076688.860000,0.526677,6223365024.310000,894348407.00,618962028.00
sz.002478,2023-04-25,2023-03-31,0.042554,0.110541,0.189270,201360635.440000,0.708451,,890238228.00,659487099.00
sz.002478,2023-08-25,2023-06-30,0.095525,0.132497,0.181530,458328191.370000,0.833222,3459149316.950000,890046228.00,686188485.00
sz.002478,2023-10-26,2023-09-30,0.128986,0.124617,0.188454,637431820.610000,0.828025,,901406228.00,689243985.00
sz.002756,2018-04-25,2018-03-31,0.026832,0.079544,0.151481,91504953.780000,1.050885,,360000000.00,139930396.00
sz.002756,2018-08-21,2018-06-30,0.067673,0.091732,0.155497,222705127.680000,1.135662,2427776387.500000,360000000.00,184946089.00
sz.002756,2018-10-24,2018-09-30,0.098272,0.090531,0.149003,329169642.300000,1.170770,,360000000.00,184946089.00
sz.002756,2019-04-16,2018-12-31,0.114268,0.080565,0.149533,386254854.580000,1.075823,4794349604.010000,360000000.00,185012671.00
sz.002756,2019-04-16,2019-03-31,0.029375,0.085366,0.136959,101142793.340000,1.102865,,360000000.00,185012671.00
sz.002756,2019-08-27,2019-06-30,0.078835,0.106563,0.133789,264463361.900000,1.189690,2481767438.920000,360000000.00,184617339.00
sz.002756,2019-10-30,2019-09-30,0.105994,0.097624,0.129359,360947838.050000,1.161971,,360000000.00,184617339.00
sz.002756,2020-03-20,2019-12-31,0.101116,0.069322,0.121659,340330962.440000,0.954355,4909422346.310000,360000000.00,184846215.00
sz.002756,2020-04-25,2020-03-31,0.021603,0.080275,0.110076,73766581.370000,0.878166,,360000000.00,184846215.00
sz.002756,2020-08-25,2020-06-30,0.047260,0.073357,0.120394,163881706.810000,0.672763,2234044788.440000,360000000.00,216122410.00
sz.002756,2020-10-31,2020-09-30,0.072513,0.070305,0.126018,255690499.330000,0.647701,,365030000.00,216122410.00
sz.002756,2021-04-27,2020-12-31,0.069556,0.051765,0.123275,257432504.320000,0.655249,4973126242.490000,393738756.00,244831166.00
sz.002756,2021-04-27,2021-03-31,0.029708,0.091872,0.137607,124419638.320000,0.758827,,405950150.00,264723810.00
sz.002756,2021-08-03,2021-06-30,0.071888,0.099733,0.153110,303888244.300000,0.978865,3047003307.570000,405950150.00,264723810.00
sz.002756,2021-10-28,2021-09-30,0.126573,0.112669,0.163653,554576679.530000,1.365367,,405950150.00,264723810.00
sz.002756,2022-04-26,2021-12-31,0.195738,0.125017,0.173271,900029364.140000,2.185198,7199256427.570000,405950150.00,264786310.00
sz.002756,2022-04-26,2022-03-31,0.149075,0.315915,0.400021,831071213.340000,3.877749,,405950150.00,264786310.00
sz.002756,2022-08-09,2022-06-30,0.373115,0.357740,0.448249,2294625052.460000,7.015078,6414232540.200000,405950150.00,275241499.00
sz.002756,2022-10-28,2022-09-30,0.560977,0.400192,0.501691,4348530464.570000,11.110095,,414693493.00,275241499.00
sz.002756,2023-03-21,2022-12-31,0.729967,0.417194,0.523373,6499354466.690000,15.239555,15578731669.560000,414693493.00,271750774.00
sz.002756,2023-04-25,2023-03-31,0.073046,0.291036,0.394927,971181482.260000,15.528344,,414693493.00,281394739.00
sz.002756,2023-08-29,2023-06-30,0.155954,0.297217,0.396131,1978152632.660000,11.055424,6655575793.790000,539101540.00,386400480.00
sz.002756,2023-10-31,2023-09-30,0.243848,0.326458,0.407771,3167937638.460000,9.463380,,539101540.00,386400480.00
sz.300881,2019-12-06,2019-06-30,0.091418,0.069554,0.178937,29121009.170000,0.816100,,75000000.00,
sz.300881,2020-10-24,2019-09-30,,0.069901,0.177457,46019491.250000,0.816100,,75000000.00,
sz.300881,2020-06-30,2019-12-31,0.206978,0.077254,0.174749,69881147.300000,0.931749,886684627.220000,75000000.00,
sz.300881,2021-04-27,2020-03-31,0.029821,0.065397,0.163927,11274956.270000,0.868425,,75000000.00,
sz.300881,2020-08-14,2020-06-30,0.058467,0.054982,0.152663,22429855.980000,0.842533,,75000000.00,
sz.300881,2020-10-24,2020-09-30,0.067812,0.058484,0.157993,37103750.810000,0.609654,,100000000.00,23710909.00
sz.300881,2021-04-27,2020-12-31,0.093946,0.059133,0.129047,52106034.550000,0.521060,881160810.930000,100000000.00,23710909.00
sz.300881,2021-04-27,2021-03-31,0.015760,0.056703,0.121999,11704439.680000,0.525355,,100000000.00,25000000.00
sz.300881,2021-08-28,2021-06-30,0.028534,0.042539,0.115790,21139486.200000,0.508157,479903463.240000,100000000.00,25000000.00
sz.300881,2021-10-29,2021-09-30,0.043140,0.039425,0.120860,32197809.240000,0.472001,,100000000.00,25000000.00
sz.300881,2022-04-15,2021-12-31,0.069197,0.046613,0.109988,52344561.080000,0.523446,1122957172.530000,100000000.00,25000000.00
sz.300881,2022-04-26,2022-03-31,0.016712,0.049594,0.141567,13087220.860000,0.537273,,100000000.00,25000000.00
sz.300881,2022-08-02,2022-06-30,0.036487,0.049887,0.140751,28651634.410000,0.598567,554091515.510000,100000000.00,25000000.00
sz.300881,2022-10-17,2022-09-30,0.059310,0.053104,0.136551,47115910.570000,0.672627,,100000000.00,26500000.00
sz.300881,2023-04-18,2022-12-31,0.090954,0.060859,0.128567,73450540.500000,0.734505,1206889826.300000,100000000.00,26500000.00
sz.300881,2023-04-18,2023-03-31,0.023691,0.066014,0.150090,20115823.750000,0.804791,,100000000.00,26500000.00
sz.300881,2023-08-11,2023-06-30,0.060725,0.071644,0.151258,51416209.180000,0.874683,691456725.450000,110000000.00,29150000.00
sz.300881,2023-10-25,2023-09-30,0.084496,0.058485,0.132838,72431378.860000,0.897873,,110000000.00,110000000.00
