code,pubDate,statDate,YOYEquity,YOYAsset,YOYNI,YOYEPSBasic,YOYPNI
sh.600010,2018-04-27,2018-03-31,0.053744,0.029366,2.235009,1.278689,2.221856
sh.600010,2018-08-29,2018-06-30,0.056684,0.031649,1.449737,1.410853,1.409970
sh.600010,2018-10-31,2018-09-30,0.065136,0.024483,0.644564,0.634304,0.637973
sh.600010,2019-04-19,2018-12-31,0.063502,0.014718,0.623461,0.615044,0.612494
sh.600010,2019-04-30,2019-03-31,0.060470,-0.017722,-0.234215,-0.230216,-0.235025
sh.600010,2019-08-28,2019-06-30,0.061667,-0.011348,-0.264577,-0.266881,-0.264649
sh.600010,2019-10-30,2019-09-30,0.037180,0.005315,-0.483546,-0.483168,-0.483991
sh.600010,2020-04-30,2019-12-31,0.004551,-0.011519,-0.731475,-0.835616,-0.799044
sh.600010,2020-04-30,2020-03-31,-0.011849,-0.009954,-1.544971,-1.542056,-1.664912
sh.600010,2020-08-31,2020-06-30,-0.018868,-0.032953,-0.813701,-0.921053,-0.919274
sh.600010,2020-10-30,2020-09-30,-0.017090,-0.036344,-0.698074,-0.858238,-0.859379
sh.600010,2021-04-30,2020-12-31,0.001619,-0.019474,-0.259944,-0.258333,-0.392215
sh.600010,2021-04-30,2021-03-31,0.024537,0.049516,4.266670,3.017241,3.266618
sh.600010,2021-08-27,2021-06-30,0.057522,0.091932,15.130958,32.666667,31.881361
sh.600010,2021-10-30,2021-09-30,0.073056,0.062774,10.832966,21.270270,21.598084
sh.600010,2022-04-15,2021-12-31,0.046840,0.025971,3.787299,6.089888,6.060948
sh.600010,2022-04-28,2022-03-31,0.037282,0.001641,-0.721808,-0.376068,-0.549224
sh.600010,2022-08-26,2022-06-30,-0.013518,-0.007788,-0.929998,-0.848933,-0.848361
sh.600010,2022-10-28,2022-09-30,-0.052658,-0.029084,-1.278655,-1.199029,-1.197482
sh.600010,2023-04-22,2022-12-31,-0.051341,-0.008420,-1.456168,-1.255151,-1.254655
sh.600010,2023-04-28,2023-03-31,-0.051127,-0.007447,-0.752638,-0.178082,-0.121477
sh.600010,2023-08-25,2023-06-30,-0.036645,0.016851,-0.703386,-0.010870,-0.022763
sh.600010,2023-10-27,2023-09-30,-0.013801,0.038279,1.034573,1.640244,1.636554
sh.600019,2018-04-28,2018-03-31,0.101368,-0.041835,0.328144,0.352941,0.326025
sh.600019,2018-08-28,2018-06-30,0.088572,-0.013123,0.617598,0.607143,0.622349
sh.600019,2018-10-30,2018-09-30,0.088461,0.009392,0.372359,0.339623,0.349586
sh.600019,2019-04-25,2018-12-31,0.074985,-0.043097,0.140910,0.127907,0.124924
sh.600019,2019-04-25,2019-03-31,0.057527,-0.036492,-0.467539,-0.478261,-0.457063
sh.600019,2019-08-23,2019-06-30,0.040173,-0.034457,-0.385655,-0.377778,-0.381867
sh.600019,2019-10-26,2019-09-30,0.021673,-0.015141,-0.440193,-0.436620,-0.436456
sh.600019,2020-04-29,2019-12-31,0.006483,0.011264,-0.415516,-0.416667,-0.420795
sh.600019,2020-04-29,2020-03-31,0.002121,0.015257,-0.400709,-0.416667,-0.436336
sh.600019,2020-08-28,2020-06-30,0.028738,0.039210,-0.369193,-0.357143,-0.368648
sh.600019,2020-10-30,2020-09-30,0.032055,0.034088,-0.130108,-0.125000,-0.128629
sh.600019,2021-04-27,2020-12-31,0.034794,0.029738,0.008162,0.017857,0.009055
sh.600019,2021-04-27,2021-03-31,0.057148,0.075259,2.400445,2.428571,2.478466
sh.600019,2021-08-28,2021-06-30,0.082247,0.076762,2.731565,2.777778,2.767397
sh.600019,2021-10-30,2021-09-30,0.052161,0.127583,1.754694,1.800000,1.745311
sh.600019,2022-04-29,2021-12-31,0.033883,0.063212,0.882485,0.877193,0.861468
sh.600019,2022-04-29,2022-03-31,0.026708,0.064030,-0.280032,-0.291667,-0.304086
sh.600019,2022-08-31,2022-06-30,0.013855,0.071916,-0.462174,-0.485294,-0.483623
sh.600019,2022-10-26,2022-09-30,0.032094,-0.005834,-0.544041,-0.571429,-0.561664
sh.600019,2023-04-28,2022-12-31,0.019322,0.046928,-0.469707,-0.485981,-0.484307
sh.600019,2023-04-28,2023-03-31,0.009137,-0.005788,-0.499958,-0.529412,-0.505648
sh.600019,2023-08-31,2023-06-30,0.018972,-0.074939,-0.420886,-0.428571,-0.415714
sh.600019,2023-10-25,2023-09-30,0.014400,-0.052871,-0.120003,-0.095238,-0.117643
sh.600022,2018-04-27,2018-03-31,0.133446,0.236006,0.359112,0.057728,0.373184
sh.600022,2018-08-17,2018-06-30,0.189714,0.381265,1.800477,1.274481,1.817366
sh.600022,2018-10-30,2018-09-30,0.198442,0.324950,1.361835,0.965302,1.254202
sh.600022,2019-03-29,2018-12-31,0.115192,0.261421,0.192743,0.094425,0.094659
sh.600022,2019-04-26,2019-03-31,0.086733,0.208822,-0.744520,-0.757042,-0.757466
sh.600022,2019-08-23,2019-06-30,0.050202,0.122368,-0.573427,-0.666667,-0.655837
sh.600022,2019-10-30,2019-09-30,0.008376,0.083898,-0.714406,-0.797646,-0.797552
sh.600022,2020-03-20,2019-12-31,0.028827,-0.032991,-0.612740,-0.725052,-0.725123
sh.600022,2020-04-29,2020-03-31,0.011925,0.010119,-0.024071,-0.804348,-0.807820
sh.600022,2020-08-28,2020-06-30,0.001429,-0.049019,-0.119708,-0.392045,-0.401874
sh.600022,2020-10-30,2020-09-30,0.017415,-0.059945,0.555251,0.221477,0.201000
sh.600022,2021-03-31,2020-12-31,0.018563,-0.015057,0.744153,0.266541,0.247990
sh.600022,2021-04-29,2021-03-31,0.057660,0.033309,5.185518,20.333333,20.293412
sh.600022,2021-08-27,2021-06-30,0.097677,0.082065,3.936941,5.121495,5.086912
sh.600022,2021-10-29,2021-09-30,0.120886,0.089443,2.810622,3.774725,3.854590
sh.600022,2022-03-23,2021-12-31,0.037543,0.059264,0.874885,0.713433,0.699515
sh.600022,2022-04-29,2022-03-31,0.035149,0.012225,-0.081510,-0.041667,-0.043215
sh.600022,2022-08-31,2022-06-30,-0.019025,-0.032097,-0.443968,-0.477354,-0.477612
sh.600022,2022-10-29,2022-09-30,-0.085305,-0.078621,-0.780630,-0.904104,-0.906262
sh.600022,2023-03-31,2022-12-31,-0.003964,-0.048718,-0.521391,-0.547909,-0.547986
sh.600022,2023-04-28,2023-03-31,-0.043559,-0.067854,-1.323451,-1.523551,-1.524193
sh.600022,2023-08-31,2023-06-30,-0.049183,-0.063932,-1.033648,-1.226874,-1.227299
sh.600022,2023-10-28,2023-09-30,-0.020007,-0.031971,-1.046000,-1.990625,-1.989947
sh.600117,2018-04-28,2018-03-31,0.091185,-0.129776,0.583513,0.000000,0.038808
sh.600117,2018-08-30,2018-06-30,0.091969,-0.149766,0.211622,0.000000,0.158169
sh.600117,2018-10-31,2018-09-30,-0.055821,-0.124968,-2.567313,-2.666667,-2.574182
sh.600117,2019-04-29,2018-12-31,-0.652806,-0.031600,-28.078305,-33.666667,-35.210000
sh.600117,2019-04-30,2019-03-31,-0.647300,-0.066768,-0.174247,1.000000,0.431598
sh.600117,2019-08-21,2019-06-30,-0.630110,-0.068637,3.909399,5.000000,3.650455
sh.600117,2019-10-29,2019-09-30,-0.534334,-0.153890,1.093516,1.145455,1.150318
sh.600117,2020-04-29,2019-12-31,0.258224,-0.106790,1.069998,1.045918,1.046764
sh.600117,2020-04-30,2020-03-31,0.150220,-0.069375,-8.694852,-5.500000,-7.082725
sh.600117,2020-08-18,2020-06-30,0.198701,-0.055794,0.225605,-0.666667,-0.595833
sh.600117,2020-10-27,2020-09-30,0.158590,0.017598,0.296052,-0.875000,-0.889964
sh.600117,2021-04-28,2020-12-31,0.057494,-0.024798,-0.241049,-0.333333,-0.381962
sh.600117,2021-04-30,2021-03-31,0.083945,-0.045333,1.001320,0.222222,0.303453
sh.600117,2021-08-20,2021-06-30,-0.026515,-0.071806,-0.576049,-5.500000,-5.090394
sh.600117,2021-10-29,2021-09-30,-0.105114,-0.097153,-2.748041,-22.000000,-23.847822
sh.600117,2022-04-30,2021-12-31,-0.805987,-0.095779,-25.630748,-19.333333,-20.422793
sh.600117,2022-04-30,2022-03-31,-0.937520,-0.177546,-2536.732715,-1.714286,-1.906189
sh.600117,2022-08-31,2022-06-30,-1.092489,-0.087743,-30.643459,-3.444444,-3.295875
sh.600117,2022-10-29,2022-09-30,-1.341861,-0.097127,-7.701471,-2.238095,-2.286835
sh.600117,2023-04-29,2022-12-31,-3.915592,-0.095056,0.390103,0.000000,-0.002960
sh.600117,2023-04-29,2023-03-31,-13.718294,-0.000505,-0.315730,-0.263158,-0.245597
sh.600117,2023-08-31,2023-06-30,-14.172521,-0.174544,-0.966671,-1.525000,-1.549019
sh.600117,2023-10-28,2023-09-30,-3.758343,-0.183276,-0.336157,-0.647059,-0.631095
sh.600126,2018-04-28,2018-03-31,0.142174,-0.003465,1.418848,1.375000,1.433298
sh.600126,2018-08-25,2018-06-30,0.172141,0.065511,2.227410,2.142857,2.248946
sh.600126,2018-10-30,2018-09-30,0.139062,0.101598,0.351598,0.371429,0.350141
sh.600126,2019-04-12,2018-12-31,0.117050,0.055244,0.080504,0.075472,0.079030
sh.600126,2019-04-23,2019-03-31,0.114168,0.084859,-0.122560,-0.133333,-0.129579
sh.600126,2019-08-17,2019-06-30,0.088364,0.065401,-0.374850,-0.382353,-0.383184
sh.600126,2019-10-30,2019-09-30,0.067387,0.004004,-0.479557,-0.500000,-0.488329
sh.600126,2020-04-08,2019-12-31,-0.006691,-0.004396,-0.522994,-0.526316,-0.525954
sh.600126,2020-04-25,2020-03-31,0.005317,0.030662,-0.682263,-0.692308,-0.673281
sh.600126,2020-08-15,2020-06-30,0.003999,0.050961,-0.440691,-0.428571,-0.446765
sh.600126,2020-10-24,2020-09-30,0.017323,0.123040,-0.081860,-0.083333,-0.076587
sh.600126,2021-04-10,2020-12-31,0.038428,0.039167,0.230708,0.259259,0.234664
sh.600126,2021-04-24,2021-03-31,0.052148,0.179523,1.571521,1.750000,1.516999
sh.600126,2021-08-21,2021-06-30,0.027547,0.046305,1.524102,1.636364,1.592441
sh.600126,2021-10-23,2021-09-30,0.040483,-0.033879,1.142553,1.181818,1.185686
sh.600126,2022-04-09,2021-12-31,0.031116,0.050758,0.437377,0.441176,0.443966
sh.600126,2022-04-23,2022-03-31,0.041590,-0.045495,0.095246,0.090909,0.102116
sh.600126,2022-08-20,2022-06-30,0.016679,0.034194,-0.476529,-0.482759,-0.476221
sh.600126,2022-10-29,2022-09-30,-0.015535,0.095389,-0.693663,-0.687500,-0.693554
sh.600126,2023-04-15,2022-12-31,-0.017692,-0.022156,-0.707186,-0.714286,-0.707530
sh.600126,2023-04-29,2023-03-31,-0.034424,0.055312,-0.917409,-0.916667,-0.918464
sh.600126,2023-08-26,2023-06-30,-0.007279,0.042387,-0.893249,-0.866667,-0.893126
sh.600126,2023-10-28,2023-09-30,-0.004802,0.011844,-0.825994,-0.800000,-0.827527
sh.600231,2018-04-21,2018-03-31,0.231915,-0.038696,0.530115,0.428571,0.530115
sh.600231,2018-08-11,2018-06-30,0.252536,-0.027913,0.848470,0.800000,0.848470
sh.600231,2018-10-10,2018-09-30,0.219428,-0.035849,0.282058,0.277778,0.282058
sh.600231,2019-03-02,2018-12-31,0.165832,0.082804,-0.007818,-0.022727,-0.007818
sh.600231,2019-04-30,2019-03-31,0.130867,0.032033,-0.730825,-0.777778,-0.730825
sh.600231,2019-08-24,2019-06-30,0.099630,0.109956,-0.492392,-0.481481,-0.492392
sh.600231,2019-10-31,2019-09-30,0.027424,-0.048037,-0.669611,-0.673913,-0.669611
sh.600231,2020-04-30,2019-12-31,0.040779,-0.006170,-0.642799,-0.651163,-0.642799
sh.600231,2020-04-30,2020-03-31,0.032834,0.014946,-0.935014,-0.920000,-0.935014
sh.600231,2020-08-19,2020-06-30,0.021463,-0.031795,-0.600174,-0.642857,-0.600174
sh.600231,2020-10-31,2020-09-30,0.051958,0.112385,-0.002588,0.000000,-0.002588
sh.600231,2021-04-30,2020-12-31,0.068057,0.006296,0.304827,0.333333,0.304827
sh.600231,2021-04-30,2021-03-31,0.114521,0.063357,52.419970,49.000000,52.419970
sh.600231,2021-08-31,2021-06-30,0.176722,0.113298,4.040157,4.400000,4.040157
sh.600231,2021-10-30,2021-09-30,0.158291,0.151069,1.600586,1.600000,1.600586
sh.600231,2022-03-02,2021-12-31,0.117753,0.100800,0.646116,0.600000,0.646116
sh.600231,2022-04-29,2022-03-31,0.085236,0.047727,-0.468817,-0.500000,-0.468817
sh.600231,2022-08-31,2022-06-30,-0.014244,0.005520,-0.828970,-0.814815,-0.828970
sh.600231,2022-10-29,2022-09-30,-0.068750,-0.022505,-1.191047,-1.179487,-1.191047
sh.600231,2023-04-29,2022-12-31,-0.119503,-0.055613,-1.907484,-1.906250,-1.907484
sh.600231,2023-04-29,2023-03-31,-0.126795,0.023592,-0.636547,-0.500000,-0.636547
sh.600231,2023-08-31,2023-06-30,-0.122200,-0.030213,-1.760667,-1.600000,-1.760667
sh.600231,2023-10-28,2023-09-30,-0.099272,-0.122863,0.037725,0.000000,0.037725
sh.600282,2018-04-18,2018-03-31,0.774301,0.065991,1.254692,0.650542,0.836216
sh.600282,2018-08-18,2018-06-30,0.776902,0.149495,1.247205,0.698590,0.894172
sh.600282,2018-10-30,2018-09-30,0.422578,0.112998,0.936832,0.674925,0.679478
sh.600282,2019-03-23,2018-12-31,0.328605,0.091668,0.394098,0.155550,0.252423
sh.600282,2019-04-30,2019-03-31,0.295736,0.080659,-0.214449,-0.172353,-0.169709
sh.600282,2019-08-27,2019-06-30,0.173173,0.050014,-0.219887,-0.196949,-0.195550
sh.600282,2019-10-30,2019-09-30,0.115112,0.060393,-0.301849,-0.309582,-0.308989
sh.600282,2020-03-25,2019-12-31,0.090893,0.058889,-0.290248,-0.351399,-0.349776
sh.600282,2020-04-30,2020-03-31,0.051748,0.084759,-0.394259,-0.449789,-0.448766
sh.600282,2020-08-26,2020-06-30,0.036604,0.070083,-0.318408,-0.394806,-0.394012
sh.600282,2020-10-30,2020-09-30,0.381394,0.058742,-0.165776,-0.250000,-0.155168
sh.600282,2021-03-27,2020-12-31,0.414469,0.098251,-0.052692,-0.057405,0.091969
sh.600282,2021-04-30,2021-03-31,0.431410,0.072729,0.656083,0.536023,1.123796
sh.600282,2021-08-18,2021-06-30,0.472696,0.121649,0.540562,0.465634,1.026525
sh.600282,2021-10-30,2021-09-30,0.123926,0.175476,0.469880,0.404372,0.728629
sh.600282,2022-03-23,2021-12-31,0.111965,0.204455,0.284743,0.200721,0.437500
sh.600282,2022-04-29,2022-03-31,0.106421,0.188658,-0.279544,-0.271420,-0.268950
sh.600282,2022-08-24,2022-06-30,0.061799,0.318716,-0.306381,-0.342369,-0.340075
sh.600282,2022-10-29,2022-09-30,0.014071,0.285631,-0.405116,-0.429221,-0.430183
sh.600282,2023-03-29,2022-12-31,-0.065767,0.211057,-0.451569,-0.487150,-0.485855
sh.600282,2023-04-28,2023-03-31,-0.033189,0.267314,-0.420163,-0.499590,-0.497959
sh.600282,2023-08-26,2023-06-30,-0.020639,0.160735,-0.337104,-0.369745,-0.368030
sh.600282,2023-10-28,2023-09-30,0.001120,0.103715,-0.166672,-0.211737,-0.198251
sh.600307,2018-04-27,2018-03-31,0.035237,0.080481,-0.446567,-0.450980,-0.450595
sh.600307,2018-08-17,2018-06-30,0.074649,0.061838,0.720409,0.667857,0.667354
sh.600307,2018-10-30,2018-09-30,0.085012,0.039805,0.790885,0.615457,0.615212
sh.600307,2019-04-26,2018-12-31,0.097824,-0.002089,2.183582,1.596726,1.594417
sh.600307,2019-04-26,2019-03-31,0.088151,-0.019543,-0.746351,-0.750000,-0.748132
sh.600307,2019-08-28,2019-06-30,0.105817,-0.037453,0.301374,0.314775,0.315592
sh.600307,2019-10-25,2019-09-30,0.105182,-0.021004,0.168770,0.166861,0.167008
sh.600307,2020-04-30,2019-12-31,0.120814,-0.004793,0.131636,0.132378,0.132393
sh.600307,2020-04-30,2020-03-31,0.089995,-0.040920,-10.075933,-10.102041,-10.029410
sh.600307,2020-08-20,2020-06-30,0.035713,0.009042,-1.107996,-1.107492,-1.107720
sh.600307,2020-10-30,2020-09-30,0.029169,0.105841,-0.715561,-0.714000,-0.714040
sh.600307,2021-04-30,2020-12-31,0.043042,0.046975,-0.582716,-0.580466,-0.581535
sh.600307,2021-04-30,2021-03-31,0.109499,0.118862,2.705625,2.704036,2.705196
sh.600307,2021-08-13,2021-06-30,0.216730,0.061117,24.390690,24.537879,24.478158
sh.600307,2021-10-28,2021-09-30,0.218565,-0.044984,5.905142,5.926573,5.926473
sh.600307,2022-04-20,2021-12-31,0.119189,0.011453,1.867025,1.864897,1.873122
sh.600307,2022-04-20,2022-03-31,0.077818,-0.005274,-0.977084,-0.977632,-0.977079
sh.600307,2022-08-30,2022-06-30,-0.037689,0.031228,-1.021898,-1.021886,-1.021899
sh.600307,2022-10-29,2022-09-30,-0.174125,0.010301,-1.615485,-1.615598,-1.615515
sh.600307,2023-04-29,2022-12-31,-0.188291,-0.036673,-2.664513,-2.664842,-2.664647
sh.600307,2023-04-29,2023-03-31,-0.185376,-0.005352,1.817442,1.882353,1.817442
sh.600307,2023-08-31,2023-06-30,-0.212936,0.001558,-8.315651,-8.279412,-8.315651
sh.600307,2023-10-28,2023-09-30,-0.115711,0.051151,0.766162,0.766202,0.766162
sh.600399,2018-06-26,2018-03-31,-1.569636,-0.272040,-1.697526,-2.000000,-1.697526
sh.600399,2018-08-31,2018-06-30,-1.585078,-0.320594,-2.167028,-2.177778,-2.167028
sh.600399,2018-10-22,2018-09-30,-1.448649,-0.325647,-2.870065,-2.868979,-2.870065
sh.600399,2019-03-29,2018-12-31,4.700913,-0.170085,2.949265,2.951456,2.949265
sh.600399,2019-04-30,2019-03-31,4.674098,-0.105716,3.297326,2.523810,3.297326
sh.600399,2019-07-31,2019-06-30,4.590685,-0.017142,2.804762,2.200000,2.804762
sh.600399,2019-10-26,2019-09-30,5.563841,-0.006499,2.378505,1.909278,2.378505
sh.600399,2020-03-31,2019-12-31,0.073357,0.077304,-0.884162,-0.925373,-0.884162
sh.600399,2020-04-30,2020-03-31,0.079250,0.057095,0.590732,0.589844,0.590732
sh.600399,2020-08-20,2020-06-30,0.084392,0.034725,0.460676,0.462264,0.460676
sh.600399,2020-10-31,2020-09-30,0.121929,0.045717,1.325707,1.325397,1.325707
sh.600399,2021-03-31,2020-12-31,0.123906,0.078454,0.826382,0.866667,0.826382
sh.600399,2021-04-30,2021-03-31,0.142363,0.108275,1.155252,1.152334,1.155252
sh.600399,2021-08-20,2021-06-30,0.172538,0.138383,1.352127,1.350538,1.352127
sh.600399,2021-10-30,2021-09-30,0.171434,0.143419,0.693853,0.693808,0.693853
sh.600399,2022-03-31,2021-12-31,0.155334,0.100350,0.420182,0.428571,0.420182
sh.600399,2022-04-30,2022-03-31,0.142477,0.102318,-0.505837,-0.505708,-0.505837
sh.600399,2022-08-20,2022-06-30,0.106338,0.113426,-0.574953,-0.590909,-0.574953
sh.600399,2022-10-29,2022-09-30,0.077436,0.108656,-0.563550,-0.563615,-0.563550
sh.600399,2023-04-20,2022-12-31,0.033349,0.152981,-0.749157,-0.750000,-0.749157
sh.600399,2023-04-20,2023-03-31,0.028620,0.117059,-0.294904,-0.295612,-0.294904
sh.600399,2023-08-19,2023-06-30,0.028016,0.110613,-0.142692,-0.111111,-0.142692
sh.600399,2023-10-31,2023-09-30,0.029054,0.092631,-0.055769,-0.055409,-0.055769
sh.600507,2018-04-21,2018-03-31,0.126646,0.259065,0.955757,0.953488,0.956759
sh.600507,2018-08-18,2018-06-30,0.384682,0.193192,0.847127,0.811321,0.853459
sh.600507,2018-10-25,2018-09-30,0.379502,0.102907,0.496074,0.431034,0.503541
sh.600507,2019-02-22,2018-12-31,0.323205,0.116203,0.149690,0.083333,0.152588
sh.600507,2019-04-25,2019-03-31,0.444483,0.121974,-0.145766,-0.238095,-0.156290
sh.600507,2019-08-16,2019-06-30,0.398580,0.366053,-0.183786,-0.239583,-0.191940
sh.600507,2019-10-30,2019-09-30,0.155418,0.208991,-0.439631,-0.469880,-0.448202
sh.600507,2020-02-28,2019-12-31,0.015246,0.346449,-0.415106,-0.432692,-0.415383
sh.600507,2020-04-25,2020-03-31,0.445469,0.113060,-0.440610,-0.406250,-0.423039
sh.600507,2020-08-28,2020-06-30,0.327022,0.021470,-0.230855,-0.328767,-0.221684
sh.600507,2020-10-28,2020-09-30,0.373312,0.081586,0.168438,-0.079545,0.172097
sh.600507,2021-03-17,2020-12-31,0.389831,0.059120,0.258500,0.253165,0.250758
sh.600507,2021-04-17,2021-03-31,0.397287,0.050322,1.067071,1.000000,1.037024
sh.600507,2021-08-28,2021-06-30,0.056498,0.269558,0.815369,0.815789,0.798443
sh.600507,2021-10-30,2021-09-30,0.050522,0.378185,0.431412,0.225926,0.430435
sh.600507,2022-03-19,2021-12-31,0.040961,0.466054,0.278615,0.282828,0.276452
sh.600507,2022-04-29,2022-03-31,0.036890,0.629981,-0.033046,-0.038462,-0.020840
sh.600507,2022-08-27,2022-06-30,-0.048755,0.144203,-0.385934,-0.391304,-0.372490
sh.600507,2022-10-29,2022-09-30,-0.100737,0.123623,-0.506771,-0.510574,-0.492811
sh.600507,2023-03-18,2022-12-31,-0.106760,-0.136993,-0.675144,-0.661417,-0.660976
sh.600507,2023-04-28,2023-03-31,-0.143628,-0.247343,-0.802535,-0.800000,-0.801383
sh.600507,2023-08-30,2023-06-30,0.114306,-0.033633,-0.712034,-0.717391,-0.710272
sh.600507,2023-10-28,2023-09-30,0.128064,-0.036942,-0.499336,-0.509191,-0.499718
sh.600569,2018-04-21,2018-03-31,0.424302,0.005649,1.627377,1.642857,1.642031
sh.600569,2018-08-03,2018-06-30,0.535337,0.042917,38.085876,34.416667,35.621748
sh.600569,2018-10-26,2018-09-30,0.380610,0.019300,0.615244,0.610294,0.610285
sh.600569,2019-03-21,2018-12-31,0.290331,0.034100,0.158849,0.159940,0.159852
sh.600569,2019-04-30,2019-03-31,0.269646,0.095119,-0.607784,-0.555556,-0.556208
sh.600569,2019-08-29,2019-06-30,0.320814,0.095388,-0.762226,-0.795294,-0.753208
sh.600569,2019-10-30,2019-09-30,0.244176,0.145023,-0.766730,-0.779300,-0.759595
sh.600569,2020-04-25,2019-12-31,0.186808,0.115012,-0.872070,-0.876289,-0.861880
sh.600569,2020-04-25,2020-03-31,0.137958,0.088088,-7.945692,-6.041667,-7.099882
sh.600569,2020-08-29,2020-06-30,-0.031959,0.063347,-2.415373,-2.367816,-2.360647
sh.600569,2020-10-30,2020-09-30,-0.022750,0.018217,-0.967422,-0.958621,-0.951801
sh.600569,2021-04-30,2020-12-31,0.007973,0.059672,-0.038783,-0.166667,-0.109289
sh.600569,2021-04-30,2021-03-31,0.065603,0.091185,1.610912,1.595041,1.591971
sh.600569,2021-08-26,2021-06-30,0.124088,0.070875,3.293247,3.252101,3.256596
sh.600569,2021-10-30,2021-09-30,0.110404,0.145874,85.273166,58.833333,55.538417
sh.600569,2022-04-26,2021-12-31,0.088548,0.129987,3.516692,3.475000,3.502065
sh.600569,2022-04-26,2022-03-31,0.013671,0.124085,-3.611191,-3.625000,-3.630486
sh.600569,2022-08-30,2022-06-30,-0.070206,0.124305,-2.124666,-2.123134,-2.120388
sh.600569,2022-10-29,2022-09-30,-0.199849,-0.003197,-2.885935,-2.802228,-2.803880
sh.600569,2023-04-28,2022-12-31,-0.307692,-0.067011,-4.294906,-4.110119,-4.111770
sh.600569,2023-04-28,2023-03-31,-0.311346,-0.096369,0.317218,0.312169,0.314497
sh.600569,2023-08-31,2023-06-30,-0.334422,-0.073230,0.040762,0.043189,0.042635
sh.600569,2023-10-28,2023-09-30,-0.241764,-0.049992,0.538188,0.519320,0.519024
sh.600581,2018-04-28,2018-03-31,0.408888,0.544857,-0.471226,-0.471910,-0.471226
sh.600581,2018-08-24,2018-06-30,0.365236,0.411552,-0.462967,-0.461832,-0.462967
sh.600581,2018-10-26,2018-09-30,0.276541,0.447392,-0.332588,-0.331560,-0.332588
sh.600581,2019-03-26,2018-12-31,0.210120,0.038761,-0.400222,-0.400262,-0.400222
sh.600581,2019-04-26,2019-03-31,0.104907,-0.011591,-2.346440,-2.351064,-2.346440
sh.600581,2019-08-23,2019-06-30,0.173202,-0.010607,-0.426484,-0.425532,-0.426484
sh.600581,2019-10-26,2019-09-30,0.094261,-0.042615,-0.583987,-0.583554,-0.583987
sh.600581,2020-04-28,2019-12-31,0.026540,0.008957,-0.841347,-0.840263,-0.841347
sh.600581,2020-04-28,2020-03-31,0.029151,0.059775,0.016853,0.023622,0.016853
sh.600581,2020-08-28,2020-06-30,0.012479,0.081142,-0.440332,-0.444444,-0.440332
sh.600581,2020-10-29,2020-09-30,0.039171,0.135538,0.259286,0.242038,0.259286
sh.600581,2021-04-13,2020-12-31,0.085645,0.151289,1.845790,1.821918,1.845790
sh.600581,2021-04-24,2021-03-31,0.185016,0.250978,2.014374,2.000000,2.014374
sh.600581,2021-08-28,2021-06-30,0.367717,0.261770,17.405867,17.400000,17.405867
sh.600581,2021-10-30,2021-09-30,0.511588,0.245043,6.367437,6.446154,6.367437
sh.600581,2022-04-12,2021-12-31,-0.187581,0.042441,2.528051,2.500000,2.576707
sh.600581,2022-04-29,2022-03-31,-0.160771,0.280833,-2.756150,-2.887931,-2.843144
sh.600581,2022-08-27,2022-06-30,-0.283567,0.224315,-1.100689,-1.105204,-1.105782
sh.600581,2022-10-29,2022-09-30,-0.452683,0.153089,-1.266590,-1.260238,-1.263478
sh.600581,2023-04-18,2022-12-31,-0.315729,-0.047344,-2.151296,-2.147860,-2.157349
sh.600581,2023-04-29,2023-03-31,-0.373056,-0.016467,-0.413376,-0.399083,-0.399453
sh.600581,2023-08-26,2023-06-30,-0.471721,-0.039909,-4.634503,-4.450549,-4.464061
sh.600581,2023-10-28,2023-09-30,-0.395631,-0.022850,-0.184776,-0.217391,-0.215440
sh.600782,2018-04-27,2018-03-31,0.607273,0.149130,2.150003,1.700000,2.197414
sh.600782,2018-08-21,2018-06-30,0.675512,0.176158,2.667999,2.317073,2.774647
sh.600782,2018-10-30,2018-09-30,0.721823,0.317975,1.811680,1.872390,1.870984
sh.600782,2019-04-23,2018-12-31,0.421300,0.253110,0.883557,0.697248,0.898374
sh.600782,2019-04-27,2019-03-31,0.387328,0.278761,-0.139592,-0.111111,-0.138491
sh.600782,2019-08-20,2019-06-30,0.325473,0.264311,-0.146591,-0.147059,-0.148059
sh.600782,2019-10-30,2019-09-30,0.233238,0.195887,-0.327982,-0.330645,-0.329628
sh.600782,2020-04-21,2019-12-31,0.144174,0.084804,-0.419958,-0.421622,-0.421868
sh.600782,2020-04-28,2020-03-31,0.127103,0.118406,-0.309591,-0.333333,-0.313958
sh.600782,2020-08-22,2020-06-30,0.093695,0.125215,-0.399426,-0.413793,-0.405309
sh.600782,2020-10-31,2020-09-30,0.081167,0.139054,-0.278606,-0.289157,-0.287102
sh.600782,2021-04-20,2020-12-31,0.082306,0.156107,-0.199341,-0.205607,-0.209072
sh.600782,2021-04-28,2021-03-31,0.100858,0.140555,0.924166,0.875000,0.888293
sh.600782,2021-08-20,2021-06-30,0.131170,0.177830,1.230662,1.264706,1.198805
sh.600782,2021-10-30,2021-09-30,0.145202,0.158432,0.842605,0.864407,0.817810
sh.600782,2022-04-26,2021-12-31,0.144724,0.124392,0.627720,0.635294,0.608985
sh.600782,2022-04-29,2022-03-31,0.141293,0.122520,0.044231,0.100000,0.061169
sh.600782,2022-08-23,2022-06-30,0.072345,0.092563,-0.416924,-0.415584,-0.409394
