code,pubDate,statDate,YOYEquity,YOYAsset,YOYNI,YOYEPSBasic,YOYPNI
sz.002443,2021-08-21,2021-06-30,0.090729,0.172811,-0.435317,-0.463768,-0.454308
sz.002443,2021-10-23,2021-09-30,0.079677,0.230550,-0.370477,-0.388889,-0.388641
sz.002443,2022-04-23,2021-12-31,0.070938,0.098105,-0.321847,-0.339286,-0.339906
sz.002443,2022-04-23,2022-03-31,0.058920,0.096336,-0.350942,-0.400000,-0.382248
sz.002443,2022-08-20,2022-06-30,0.037811,0.063540,-0.326390,-0.351351,-0.351014
sz.002443,2022-10-22,2022-09-30,0.015582,-0.033763,-0.427143,-0.454545,-0.456198
sz.002443,2023-04-22,2022-12-31,0.008856,0.066860,-0.360579,-0.391892,-0.389441
sz.002443,2023-04-22,2023-03-31,0.013415,0.051737,0.324211,0.333333,0.303580
sz.002443,2023-08-18,2023-06-30,0.073447,-0.067861,0.115688,0.083333,0.079979
sz.002443,2023-10-24,2023-09-30,0.093100,0.006921,0.468564,0.466667,0.458501
sz.002478,2018-04-25,2018-03-31,0.230985,0.396405,1.110152,0.000000,1.258732
sz.002478,2018-08-24,2018-06-30,0.433021,0.609682,2.227594,1.625000,2.332172
sz.002478,2018-10-26,2018-09-30,0.431119,0.652477,2.821510,2.166667,2.859437
sz.002478,2019-04-26,2018-12-31,0.067668,0.130868,2.321793,1.882353,2.342690
sz.002478,2019-04-26,2019-03-31,0.104576,0.124056,1.711514,1.800000,1.899783
sz.002478,2019-08-29,2019-06-30,0.128971,0.085590,0.601428,0.666667,0.619520
sz.002478,2019-10-23,2019-09-30,0.133435,0.048576,0.382342,0.394737,0.391836
sz.002478,2020-04-29,2019-12-31,0.123084,0.065618,0.249187,0.285714,0.251723
sz.002478,2020-04-29,2020-03-31,0.102212,0.043078,-0.349126,-0.285714,-0.310572
sz.002478,2020-08-27,2020-06-30,0.079404,0.022523,-0.358671,-0.342857,-0.328210
sz.002478,2020-10-28,2020-09-30,0.046712,0.017995,-0.483195,-0.452830,-0.453758
sz.002478,2021-03-09,2020-12-31,-0.011067,0.006394,-0.792344,-0.793651,-0.794314
sz.002478,2021-04-28,2021-03-31,-0.026150,0.060713,-0.840027,-0.900000,-0.864210
sz.002478,2021-08-20,2021-06-30,-0.091881,-0.049783,-0.555854,-0.565217,-0.563472
sz.002478,2021-10-28,2021-09-30,-0.079307,-0.076599,-0.622923,-0.620690,-0.639998
sz.002478,2022-03-18,2021-12-31,-0.039337,0.012033,0.058804,0.153846,0.098505
sz.002478,2022-04-22,2022-03-31,-0.028932,-0.012045,1.764195,3.000000,2.040750
sz.002478,2022-08-18,2022-06-30,0.029840,0.122686,0.844190,1.000000,0.834263
sz.002478,2022-10-21,2022-09-30,0.059425,0.185210,2.295780,2.454545,2.438001
sz.002478,2023-03-22,2022-12-31,0.080094,0.052321,2.308070,2.466667,2.467831
sz.002478,2023-04-25,2023-03-31,0.109159,0.092655,3.722014,4.500000,4.101789
sz.002478,2023-08-25,2023-06-30,0.114266,0.052567,1.406708,1.500000,1.505964
sz.002478,2023-10-26,2023-09-30,0.133324,0.006949,0.766038,0.842105,0.795314
sz.002756,2018-04-25,2018-03-31,0.123060,0.167501,0.405630,0.388889,0.409514
sz.002756,2018-08-21,2018-06-30,0.016623,0.133996,0.336970,0.347826,0.343263
sz.002756,2018-10-24,2018-09-30,0.020692,0.076530,0.264155,0.277778,0.268130
sz.002756,2019-04-16,2018-12-31,0.009237,0.096431,0.099128,0.102041,0.101338
sz.002756,2019-04-16,2019-03-31,0.011455,0.038483,0.105326,0.120000,0.106097
sz.002756,2019-08-27,2019-06-30,0.022363,0.006369,0.187505,0.193548,0.183202
sz.002756,2019-10-30,2019-09-30,0.019250,0.105404,0.096540,0.086957,0.093921
sz.002756,2020-03-20,2019-12-31,-0.004224,0.045581,-0.118895,-0.120370,-0.112907
sz.002756,2020-04-25,2020-03-31,-0.011098,0.059760,-0.270669,-0.250000,-0.270244
sz.002756,2020-08-25,2020-06-30,0.063927,0.166663,-0.380324,-0.391892,-0.382909
sz.002756,2020-10-31,2020-09-30,0.060538,0.153577,-0.291614,-0.290000,-0.296601
sz.002756,2021-04-27,2020-12-31,0.187947,0.180413,-0.243582,-0.242105,-0.249065
sz.002756,2021-04-27,2021-03-31,0.248553,0.201029,0.686667,0.476190,0.675740
sz.002756,2021-08-03,2021-06-30,0.247445,0.136168,0.854315,0.688889,0.853103
sz.002756,2021-10-28,2021-09-30,0.290567,0.134551,1.168937,0.943662,1.166063
sz.002756,2022-04-26,2021-12-31,0.250356,0.187969,2.496176,2.083333,2.438340
sz.002756,2022-04-26,2022-03-31,0.351006,0.329713,5.679582,5.516129,5.535973
sz.002756,2022-08-09,2022-06-30,0.614689,0.561998,6.550885,6.407895,6.476366
sz.002756,2022-10-28,2022-09-30,1.182592,1.168129,6.841171,6.673913,6.759650
sz.002756,2023-03-21,2022-12-31,1.438148,1.421515,6.221269,6.022523,6.124199
sz.002756,2023-04-25,2023-03-31,1.259438,1.186811,0.168590,0.118812,0.147631
sz.002756,2023-08-29,2023-06-30,0.709922,0.663785,-0.137919,-0.180139,-0.158939
sz.002756,2023-10-31,2023-09-30,0.252051,0.196206,-0.271492,-0.300614,-0.285214
sz.300881,2019-12-06,2019-06-30,,,,,
sz.300881,2020-10-24,2019-09-30,,,,,
sz.300881,2020-06-30,2019-12-31,0.230038,0.177596,0.141709,0.134146,0.141709
sz.300881,2021-04-27,2020-03-31,,,,,-0.296379
sz.300881,2020-08-14,2020-06-30,0.181003,0.147408,-0.229771,-0.230769,-0.229771
sz.300881,2020-10-24,2020-09-30,,,-0.193738,-0.213115,-0.193738
sz.300881,2021-04-27,2020-12-31,0.978286,0.231327,-0.254362,-0.322581,-0.254362
sz.300881,2021-04-27,2021-03-31,0.950676,0.472579,0.038092,-0.220000,0.038092
sz.300881,2021-08-28,2021-06-30,0.886653,0.442859,-0.057529,-0.300000,-0.057529
sz.300881,2021-10-29,2021-09-30,0.047136,0.074161,-0.132222,-0.333333,-0.132222
sz.300881,2022-04-15,2021-12-31,0.053304,0.304192,0.004578,-0.174603,0.004578
sz.300881,2022-04-26,2022-03-31,0.055575,0.244557,0.118142,0.083333,0.118142
sz.300881,2022-08-02,2022-06-30,0.066519,0.194397,0.355361,0.380952,0.355361
sz.300881,2022-10-17,2022-09-30,0.075182,0.183048,0.463327,0.468750,0.463327
sz.300881,2023-04-18,2022-12-31,0.081086,0.061532,0.403212,0.403846,0.403212
sz.300881,2023-04-18,2023-03-31,0.087395,0.044707,0.537058,0.538462,0.537058
sz.300881,2023-08-11,2023-06-30,0.075484,0.144283,0.794530,0.620690,0.794530
sz.300881,2023-10-25,2023-09-30,0.077143,0.309748,0.537302,0.404255,0.537302
